Value	Sample	TerminalTaxa
22317	MP_E25_2B_DY20	Cyathomonadacea
4	MP_E25_2B_DY20	Phaeocystaceae
147	MP_E25_2B_DY20	Unknown
3121	MP_E25_2B_DY20	Pseudocalanus newmani
7	MP_E25_2B_DY20	Anisolpidiales
26936	MP_E25_2B_DY20	Diptera
1283	MP_E25_2B_DY20	Pythiales
2424	MP_E25_2B_DY20	Prymnesiales
330	MP_E25_2B_DY20	Arachnida
29	MP_E25_2B_DY20	Phaeophyceae
1	MP_E25_2B_DY20	Enopla
7	MP_E25_2B_DY20	Narcomedusae
1183	MP_E25_2B_DY20	Insecta
63	MP_E25_2B_DY20	Araneae
11882	MP_E25_2B_DY20	Dictyotales
2	MP_E25_2B_DY20	Bubarida
199	MP_E25_2B_DY20	Ectocarpales
8572	MP_E25_2B_DY20	Pachychilidae__o
44	MP_E25_2B_DY20	Lepidoptera
12	MP_E25_2B_DY20	Dolichomastigaceae
1	MP_E25_2B_DY20	Candidatus Pelagibacter
1911	MP_E25_2B_DY20	Haptoglossa__f
160	MP_E25_2B_DY20	Triphoridae__o
17124	MP_E25_2B_DY20	Bathycoccus prasinos
2542	MP_E25_2B_DY20	Leptothecata
1017	MP_E25_2B_DY20	Laminariales
157	MP_E25_2B_DY20	Eustigmatales
6	MP_E25_2B_DY20	Amphipoda
5769	MP_E25_2B_DY20	Chrysaora melanaster
62	MP_E25_2B_DY20	Littorinimorpha
2	MP_E25_2B_DY20	Lithodesmiales
13	MP_E25_2B_DY20	Asteronema__f__o
1	MP_E25_2B_DY20	Plocamiales
1	MP_E25_2B_DY20	Limnomedusae
10564	MP_E25_2B_DY20	Oithona similis
91	MP_E25_2B_DY20	Peronosporales
6	MP_E25_2B_DY20	Scyphozoa
170	MP_E25_2B_DY20	Phaeocystales
33	MP_E25_2B_DY20	Environmental Unknown
4	MP_E25_2B_DY20	Alphaproteobacteria
136	MP_E25_2B_DY20	Chromulinales
3	MP_E25_2B_DY20	Comatulida
36	MP_E25_2B_DY20	Saprolegniales
1	MP_E25_2B_DY20	Nudibranchia
1	MP_E25_2B_DY20	Florenciellales
29	MP_E25_2B_DY20	Neogastropoda
99	MP_E25_2B_DY20	Eukaryota
5	MP_E25_2B_DY20	Gigartinales
67	MP_E25_2B_DY20	Agaricomycetes
7	MP_E25_2B_DY20	Clausocalanidae
9756	MP_E25_2B_DY20	Noelaerhabdaceae
74	MP_E25_2B_DY20	Gastropoda
56	MP_E25_2B_DY20	Hymenoptera
85	MP_E25_2B_DY20	Pseudochattonella farcimen
3289	MP_E25_2B_DY20	Planorbidae__o
5	MP_E25_2B_DY20	Catablema
112	MP_E25_2B_DY20	Chlorellales
86	MP_E25_2B_DY20	Stylommatophora
126	MP_E25_2B_DY20	Scorpiones
22	MP_E25_2B_DY20	Homo sapiens
1109	MP_E25_2B_DY20	Dictyocha speculum
130	MP_E25_2B_DY20	Anthoathecata
1	MP_E25_2B_DY20	Margalefidinium polykrikoides
212	MP_E25_2B_DY20	Aureococcus anophagefferens
11	MP_E25_2B_DY20	Pseudocalanus mimus
4	MP_E25_2B_DY20	Margalefidinium
7	MP_E25_2B_DY20	Rhodymeniales
4	MP_E25_2B_DY20	Isochrysidales
5	MP_E25_2B_DY20	Hydrozoa
41	MP_E25_2B_DY20	Demospongiae
3	MP_E25_2B_DY20	Haptoglossa__f__o
3	MP_E25_2B_DY20	Florenciella
3	MP_E25_2B_DY20	Candidatus Pelagibacter sp_ IMCC9063
28	MP_E25_2B_DY20	Micromonas pusilla
13	MP_E25_2B_DY20	Florideophyceae
33	MP_E25_2B_DY20	Thalassiosirales
221	MP_E25_2B_DY20	Archinemertea
46	MP_E25_2B_DY20	Monostilifera
3	MP_E25_2B_DY20	Nephroselmidales
94	MP_E25_2B_DY20	Picozoa
1	MP_E25_2B_DY20	Candidatus Pelagibacteraceae
33	MP_E25_2B_DY20	Semaeostomeae
1	MP_E25_2B_DY20	Flavobacteriia
393	MP_E25_2B_DY20	Haramonas__f__o
8	MP_E25_2B_DY20	Isopoda
2	MP_E25_2B_DY20	Cylindrotheca closterium
148	MP_E25_2B_DY20	Poduromorpha
10	MP_E25_2B_DY20	Prasiolales
10	MP_E25_2B_DY20	Fucales
12	MP_E25_2B_DY20	Neuroptera
20	MP_E25_2B_DY20	Synchaetidae
1	MP_E25_2B_DY20	Gracilariales
4	MP_E25_2B_DY20	Hemiptera
1	MP_E25_2B_DY20	Eustigmatophyceae
68	MP_E25_2B_DY20	Cephalaspidea
3	MP_E25_2B_DY20	Bangiaceae
7591	MP_E26_1B_DY20	Cyathomonadacea
451	MP_E26_1B_DY20	Phaeocystaceae
1174	MP_E26_1B_DY20	Unknown
506	MP_E26_1B_DY20	Pseudocalanus newmani
7543	MP_E26_1B_DY20	Diptera
621	MP_E26_1B_DY20	Pythiales
318	MP_E26_1B_DY20	Prymnesiales
33	MP_E26_1B_DY20	Arachnida
379	MP_E26_1B_DY20	Phaeophyceae
4	MP_E26_1B_DY20	Enopla
4	MP_E26_1B_DY20	Narcomedusae
666	MP_E26_1B_DY20	Insecta
680	MP_E26_1B_DY20	Araneae
1860	MP_E26_1B_DY20	Dictyotales
88	MP_E26_1B_DY20	Bubarida
2703	MP_E26_1B_DY20	Ectocarpales
1735	MP_E26_1B_DY20	Lepidoptera
782	MP_E26_1B_DY20	Bathycoccus prasinos
1334	MP_E26_1B_DY20	Leptothecata
53	MP_E26_1B_DY20	Laminariales
38	MP_E26_1B_DY20	Eustigmatales
97	MP_E26_1B_DY20	Amphipoda
14359	MP_E26_1B_DY20	Chrysaora melanaster
24	MP_E26_1B_DY20	Littorinimorpha
577	MP_E26_1B_DY20	Lithodesmiales
8	MP_E26_1B_DY20	Plocamiales
1	MP_E26_1B_DY20	Oithona similis
1063	MP_E26_1B_DY20	Peronosporales
1034	MP_E26_1B_DY20	Phaeocystales
588	MP_E26_1B_DY20	Environmental Unknown
4	MP_E26_1B_DY20	Alphaproteobacteria
507	MP_E26_1B_DY20	Chromulinales
185	MP_E26_1B_DY20	Saprolegniales
4	MP_E26_1B_DY20	Nudibranchia
149	MP_E26_1B_DY20	Neogastropoda
104	MP_E26_1B_DY20	Eukaryota
27	MP_E26_1B_DY20	Gigartinales
2	MP_E26_1B_DY20	Agaricomycetes
16	MP_E26_1B_DY20	Clausocalanidae
151	MP_E26_1B_DY20	Noelaerhabdaceae
117	MP_E26_1B_DY20	Gastropoda
907	MP_E26_1B_DY20	Hymenoptera
