Value	Sample	TerminalTaxa
53710	MP_E25_2B_DY20	Oithona
5042	MP_E25_2B_DY20	Dinophyceae
435	MP_E25_2B_DY20	Stephanopyxidaceae
63	MP_E25_2B_DY20	Karenia bidigitata
24	MP_E25_2B_DY20	Oblongichytrium__f
97	MP_E25_2B_DY20	Oblongichytrium sp_
12	MP_E25_2B_DY20	Helicosphaera
149	MP_E25_2B_DY20	Karlodinium veneficum
40	MP_E25_2B_DY20	Eucoccidiorida
1318	MP_E25_2B_DY20	Micromonas
633	MP_E25_2B_DY20	Amoebophryaceae
61	MP_E25_2B_DY20	Pseliodinium fusus
61	MP_E25_2B_DY20	Prymnesiales
2	MP_E25_2B_DY20	Chaetoceros
3342	MP_E25_2B_DY20	Haptophyta
17	MP_E25_2B_DY20	Stephanopyxis
4288	MP_E25_2B_DY20	Gymnodiniales
236	MP_E25_2B_DY20	Ebria tripartita
1551	MP_E25_2B_DY20	Amoebophrya sp_
118	MP_E25_2B_DY20	Mamiellaceae
888	MP_E25_2B_DY20	Chrysochromulina
204	MP_E25_2B_DY20	Lepidodinium
6121	MP_E25_2B_DY20	Bathycoccus
14	MP_E25_2B_DY20	Micromonas sp_ RCC4441
25	MP_E25_2B_DY20	Azadinium
110	MP_E25_2B_DY20	Ciliophora
41	MP_E25_2B_DY20	Spatulodinium pseudonoctiluca
38	MP_E25_2B_DY20	Florenciella sp_ RCC1007
1504	MP_E25_2B_DY20	Environmental Unknown
239	MP_E25_2B_DY20	Haptolina brevifila
440	MP_E25_2B_DY20	Chrysochromulina sp_
18	MP_E25_2B_DY20	Thaumatomastigidae
13	MP_E25_2B_DY20	Pelagomonas calceolata
2	MP_E25_2B_DY20	Stylonematales
90	MP_E25_2B_DY20	Aplanochytrium
146	MP_E25_2B_DY20	Prorocentrum
24	MP_E25_2B_DY20	Cryothecomonas longipes
110	MP_E25_2B_DY20	Paragymnodinium
101	MP_E25_2B_DY20	Naviculales
25	MP_E25_2B_DY20	Chrysophyceae
4	MP_E25_2B_DY20	Hydruraceae
35	MP_E25_2B_DY20	Teleaulax gracilis
4	MP_E25_2B_DY20	Acantharea
3	MP_E25_2B_DY20	Phaeocystis
635	MP_E25_2B_DY20	Telonema
216	MP_E25_2B_DY20	Syndiniales
55	MP_E25_2B_DY20	Suessiaceae
223	MP_E25_2B_DY20	Halocafeteria__f
28	MP_E25_2B_DY20	Cryptophyceae
18	MP_E25_2B_DY20	Dictyoceratida
10	MP_E25_2B_DY20	Pelagomonas
10	MP_E25_2B_DY20	Ebriacea
41	MP_E25_2B_DY20	Cercozoa
8	MP_E25_2B_DY20	Pseudochattonella__f
5	MP_E25_2B_DY20	Coccolithales
3	MP_E25_2B_DY20	Crustomastix sp_ BH41_108
16	MP_E25_2B_DY20	Protaspidae
51	MP_E25_2B_DY20	Didiniidae
1	MP_E25_2B_DY20	Gadidae
8	MP_E25_2B_DY20	Chrysochromulina scutellum
46	MP_E25_2B_DY20	Pseudopedinella elastica
52	MP_E25_2B_DY20	Pyramimonas
13	MP_E25_2B_DY20	Catablema vesicarium
43	MP_E25_2B_DY20	Gymnodinium smaydae
222	MP_E25_2B_DY20	Prorocentraceae
397	MP_E25_2B_DY20	Amoebophrya
8	MP_E25_2B_DY20	Prymnesium polylepis
102	MP_E25_2B_DY20	Leucocryptos sp_
7	MP_E25_2B_DY20	Thoracosphaeraceae
3	MP_E25_2B_DY20	Dicrateria
1519	MP_E25_2B_DY20	Prorocentrum sp_
7	MP_E25_2B_DY20	Craspedida
502	MP_E25_2B_DY20	Florenciella
17	MP_E25_2B_DY20	Gymnodinium sp_
104	MP_E25_2B_DY20	Unknown
8	MP_E25_2B_DY20	Prorocentrum mariae_labouriae
40	MP_E25_2B_DY20	Pelagophyceae
4	MP_E25_2B_DY20	Dolichomastigales
449	MP_E25_2B_DY20	Picozoa
71	MP_E25_2B_DY20	Bicosta minor
39	MP_E25_2B_DY20	Pterosperma
33	MP_E25_2B_DY20	Protaspis
21	MP_E25_2B_DY20	Salpingoecidae
29	MP_E25_2B_DY20	Chromulinaceae
3	MP_E25_2B_DY20	Kryptoperidiniaceae
121	MP_E25_2B_DY20	Warnowiaceae
157	MP_E25_2B_DY20	Heterocapsa rotundata
1	MP_E25_2B_DY20	Vicicitus globosus
8	MP_E25_2B_DY20	Euduboscquella sp_
23	MP_E25_2B_DY20	Gymnodiniaceae
350	MP_E25_2B_DY20	Leucocryptos marina
834	MP_E25_2B_DY20	Pavlovaceae
37	MP_E25_2B_DY20	Rhopalonematidae
8	MP_E25_2B_DY20	Nephroselmis pyriformis
18	MP_E25_2B_DY20	Protodinium simplex
10	MP_E25_2B_DY20	Pterosperma cristatum
172	MP_E25_2B_DY20	Calliacantha natans
17	MP_E25_2B_DY20	Gonyaulacales
1366	MP_E25_2B_DY20	Phaeocystis sp_ JD_2012
3	MP_E25_2B_DY20	Incisomonas__f
3	MP_E25_2B_DY20	Apicomplexa
67	MP_E25_2B_DY20	Gymnodinium heterostriatum
6	MP_E25_2B_DY20	Gymnodinium
3	MP_E25_2B_DY20	Allapsidae
567	MP_E25_2B_DY20	Mediophyceae
3	MP_E25_2B_DY20	Pseudochattonella
3	MP_E25_2B_DY20	Emiliania
505	MP_E25_2B_DY20	Pseudochattonella sp_
443	MP_E25_2B_DY20	Incisomonas marina
7	MP_E25_2B_DY20	Prorocentrum micans
29	MP_E25_2B_DY20	Halosphaera sp_ M1670
43	MP_E25_2B_DY20	Chrysochromulina throndsenii
2435	MP_E25_2B_DY20	Pseudochattonella verruculosa
120	MP_E25_2B_DY20	Mamiellophyceae
48	MP_E25_2B_DY20	Dinobryon balticum
26	MP_E25_2B_DY20	Strobilidiidae
19	MP_E25_2B_DY20	Prymnesiaceae
20	MP_E25_2B_DY20	Cosmoeca ventricosa
10	MP_E25_2B_DY20	Adenoides eludens
175	MP_E25_2B_DY20	Crustomastigaceae
5	MP_E25_2B_DY20	Protoperidinium sp_
5162	MP_E25_2B_DY20	Protaspis grandis
2652	MP_E25_2B_DY20	Dictyocha
5	MP_E25_2B_DY20	Telonema sp_
45	MP_E25_2B_DY20	Solenicola sp_
217	MP_E25_2B_DY20	Ceratiaceae
2	MP_E25_2B_DY20	Diaphanoeca undulata
24	MP_E25_2B_DY20	Chytriodinium sp_
9	MP_E25_2B_DY20	Chlorarachniophyceae
12	MP_E25_2B_DY20	Telonema subtile
