Value	Sample	TerminalTaxa
5950	MP_E446_1B_PCR2	Mytilus
2413	MP_E446_1B_PCR2	Homo sapiens
15880	MP_E446_1B_PCR2	Perciformes
769	MP_E446_1B_PCR2	Balanomorpha
5910	MP_E446_1B_PCR2	Picozoa
10377	MP_E446_1B_PCR2	Poecilosclerida
23955	MP_E446_1B_PCR2	Actinopteri
801	MP_E446_1B_PCR2	Flustridae
20	MP_E446_1B_PCR2	Stichopodidae
681	MP_E446_1B_PCR2	Clathrinida
191	MP_E446_1B_PCR2	Crassadoma gigantea
99	MP_E446_1B_PCR2	Demospongiae
99989	MP_E446_1B_PCR2	Eukaryota
795	MP_E446_1B_PCR2	Sciaridae
250	MP_E446_1B_PCR2	Mytilus californianus
6	MP_E446_1B_PCR2	Anthozoa
510	MP_E446_1B_PCR2	Tellinidae
3589	MP_E446_1B_PCR2	Candidatus Karelsulcia__f
62	MP_E446_1B_PCR2	Sapromyza palpella
95	MP_E446_1B_PCR2	Thysanoessa
192	MP_E446_1B_PCR2	Rhynchozoon sp_ MHD_2004
102	MP_E446_1B_PCR2	Anaspidacea
365	MP_E446_1B_PCR2	Aplysinidae
13	MP_E446_1B_PCR2	Calanoida
17	MP_E446_1B_PCR2	Metacarcinus magister
644	MP_E446_1B_PCR2	Dendroceratida
523	MP_E446_1B_PCR2	Chironomidae
389	MP_E446_1B_PCR2	Saccoglossus
2122	MP_E446_1B_PCR2	Axinellida
208	MP_E446_1B_PCR2	Bitectiporidae
173	MP_E446_1B_PCR2	Cochlodesma
1657	MP_E446_1B_PCR2	Unknown
41	MP_E446_1B_PCR2	Carybdeida
2843	MP_E446_1B_PCR2	Aphragmophora
72	MP_E446_1B_PCR2	Chaetopteridae__o
41	MP_E446_1B_PCR2	Tethyidae
4	MP_E446_1B_PCR2	Siphonophorae
6	MP_E446_1B_PCR2	Cerebratulus
1089	MP_E446_1B_PCR2	Echinoidea
89	MP_E446_1B_PCR2	Verongiida
520	MP_E446_1B_PCR2	Carinoma mutabilis
789	MP_E446_1B_PCR2	Euphausia pacifica
12	MP_E446_1B_PCR2	Candidatus Pseudothioglobus__f
752	MP_E446_1B_PCR2	Magelonidae
7	MP_E446_1B_PCR2	Homo
5423	MP_E446_1B_PCR2	Acartia longiremis
1359	MP_E446_1B_PCR2	Cephalothrix
195	MP_E446_1B_PCR2	Centropagidae
2	MP_E446_1B_PCR2	Spongillida
38	MP_E446_1B_PCR2	Oweniidae
1	MP_E446_1B_PCR2	Actinomycetaceae
16	MP_E446_1B_PCR2	Amphipoda
2	MP_E446_1B_PCR2	Apedinella radians
7	MP_E446_1B_PCR2	Sagittidae
126	MP_E446_1B_PCR2	Chordata
98	MP_E446_1B_PCR2	Macoma
4	MP_E446_1B_PCR2	Homoscleromorpha
3	MP_E446_1B_PCR2	Taenianotus
3	MP_E446_1B_PCR2	Neogastropoda
409	MP_E446_1B_PCR2	Pseudocalanus elongatus
8	MP_E446_1B_PCR2	Pinnixa
257	MP_E446_1B_PCR3	Mytilus
1854	MP_E446_1B_PCR3	Perciformes
9	MP_E446_1B_PCR3	Balanomorpha
550	MP_E446_1B_PCR3	Picozoa
891	MP_E446_1B_PCR3	Poecilosclerida
2873	MP_E446_1B_PCR3	Actinopteri
12	MP_E446_1B_PCR3	Stichopodidae
62	MP_E446_1B_PCR3	Clathrinida
40	MP_E446_1B_PCR3	Demospongiae
9097	MP_E446_1B_PCR3	Eukaryota
15	MP_E446_1B_PCR3	Mytilus californianus
2	MP_E446_1B_PCR3	Tellinidae
378	MP_E446_1B_PCR3	Candidatus Karelsulcia__f
44	MP_E446_1B_PCR3	Thysanoessa
49	MP_E446_1B_PCR3	Dendroceratida
3	MP_E446_1B_PCR3	Chironomidae
181	MP_E446_1B_PCR3	Saccoglossus
196	MP_E446_1B_PCR3	Axinellida
305	MP_E446_1B_PCR3	Unknown
275	MP_E446_1B_PCR3	Aphragmophora
8	MP_E446_1B_PCR3	Siphonophorae
116	MP_E446_1B_PCR3	Echinoidea
34	MP_E446_1B_PCR3	Euphausia pacifica
13	MP_E446_1B_PCR3	Magelonidae
652	MP_E446_1B_PCR3	Acartia longiremis
23	MP_E446_1B_PCR3	Cephalothrix
13	MP_E446_1B_PCR3	Centropagidae
8	MP_E446_1B_PCR3	Sagittidae
255	MP_E446_1B_PCR3	Chordata
4	MP_E446_1B_PCR3	Macoma
50	MP_E446_1B_PCR3	Pseudocalanus elongatus
69	MP_E446_1B_PCR3	Pinnixa
45	MP_E446_1B_PCR3	Molpadida
1	MP_E446_1B_PCR3	Siliqua alta
39	MP_E446_1B_PCR3	Ophiopholis mirabilis
9	MP_E446_1B_PCR3	Thyasiridae
7	MP_E446_1B_PCR3	Amphimedon compressa
11	MP_E446_1B_PCR3	Monostilifera
14	MP_E446_1B_PCR3	Candidae
12	MP_E446_1B_PCR3	Velatida
10	MP_E446_1B_PCR3	Negombata
5	MP_E446_1B_PCR3	Sinonovacula
16	MP_E446_1B_PCR3	Watersiporidae
6	MP_E446_1B_PCR3	Decapoda
11	MP_E446_1B_PCR3	Cheilostomatida
32	MP_E446_1B_PCR3	Margarites
7	MP_E446_1B_PCR3	Citharichthys xanthostigma
3	MP_E446_1B_PCR3	Elusimicrobiota
4602	MP_E446_2B_PCR2	Mytilus
984	MP_E446_2B_PCR2	Homo sapiens
79	MP_E446_2B_PCR2	Balanomorpha
3305	MP_E446_2B_PCR2	Picozoa
5863	MP_E446_2B_PCR2	Poecilosclerida
15163	MP_E446_2B_PCR2	Actinopteri
233	MP_E446_2B_PCR2	Flustridae
18	MP_E446_2B_PCR2	Stichopodidae
179	MP_E446_2B_PCR2	Demospongiae
115303	MP_E446_2B_PCR2	Eukaryota
148	MP_E446_2B_PCR2	Mytilus californianus
8	MP_E446_2B_PCR2	Anthozoa
1910	MP_E446_2B_PCR2	Candidatus Karelsulcia__f
57	MP_E446_2B_PCR2	Thysanoessa
17	MP_E446_2B_PCR2	Anaspidacea
7866	MP_E446_2B_PCR2	Calanoida
14	MP_E446_2B_PCR2	Metacarcinus magister
523	MP_E446_2B_PCR2	Dendroceratida
6	MP_E446_2B_PCR2	Chironomidae
950	MP_E446_2B_PCR2	Saccoglossus
1518	MP_E446_2B_PCR2	Axinellida
78	MP_E446_2B_PCR2	Bitectiporidae
4	MP_E446_2B_PCR2	Cochlodesma
1267	MP_E446_2B_PCR2	Unknown
19	MP_E446_2B_PCR2	Carybdeida
750	MP_E446_2B_PCR2	Aphragmophora
80	MP_E446_2B_PCR2	Tethyidae
9	MP_E446_2B_PCR2	Siphonophorae
1078	MP_E446_2B_PCR2	Echinoidea
15	MP_E446_2B_PCR2	Carinoma mutabilis
353	MP_E446_2B_PCR2	Euphausia pacifica
11	MP_E446_2B_PCR2	Homo
9695	MP_E446_2B_PCR2	Acartia longiremis
325	MP_E446_2B_PCR2	Centropagidae
7	MP_E446_2B_PCR2	Spongillida
