"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Cast_No.","Rosette_position","Field_collection_method","Preservation","Station","Depth_m_notes","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Date_UTC_notes","Lat_notes","Lon_notes","Date_UTC_btl","verbatimEventDate","verbatimEventTime","verbatimLongitude","verbatimLatitude","verbatimCoordinateSystem","Area.within.region","btl_Station Name","btl_Month","btl_Day","btl_Year","btl_Hours","btl_Minutes","btl_Seconds","btl_Latitude","btl_Longitude","btl_Pressure(db)","btl_Depth(m)","btl_Salinity(psu)","btl_Temperature(deg C)","btl_Oxygen(umol/kg)","btl_Fluorescence(mg/m^3)","btl_Beam Attenuation (1/m)","btl_PAR","btl_bottle chlorophyll µg L-1","btl_silicate µM","btl_nitrate+nitriteµM","btl_phosphate µM","btl_ammonia","btl_total inroganic N","btl_total inorganic N:P","btl_d18O...27","btl_d18O...28","btl_Combined_date","btl_Date_UTC","btl_Date_local"
"E232.NC.NO20",NA,NA,TRUE,"NO20","Norseman 2020",NA,NA,"Niskin; Sterivex 0.22µm filter","95% EtOH",NA,NA,1000,"Clare Gaffey",NA,NA,NA,NA,NA,"10/5/2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E233.1B.NO20",1,1,FALSE,"NO20","Norseman 2020",1,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","CEO",41.1,1000,"Clare Gaffey",NA,"2020-10-06 05:59:00",71.5984833333333,-161.514533333333,"2020-10-06 05:59:00","10/5/2020","21:59","161˚ 30.872' W","71˚ 35.909' N","degrees minutes seconds","Bering Sea","CEO",10,5,2020,21,59,40,71.598,-161.51,41.042,40.618,32.764,-1.2021,294.64,0.044,1.7177,0.7243,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/5/2020 21:59:40","2020/10/05 21:59:40","2020-10-05 13:59:40"
"E233.2B.NO20",2,1,FALSE,"NO20","Norseman 2020",1,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","CEO",41.1,1000,"Clare Gaffey",NA,"2020-10-06 05:59:00",71.5984833333333,-161.514533333333,"2020-10-06 05:59:00","10/5/2020","21:59","161˚ 30.872' W","71˚ 35.909' N","degrees minutes seconds","Bering Sea","CEO",10,5,2020,21,59,40,71.598,-161.51,41.042,40.618,32.764,-1.2021,294.64,0.044,1.7177,0.7243,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/5/2020 21:59:40","2020/10/05 21:59:40","2020-10-05 13:59:40"
"E234.1B.NO20",1,1,FALSE,"NO20","Norseman 2020",1,13,"Niskin; Sterivex 0.22µm filter","95% EtOH","CEO",5.1,1000,"Clare Gaffey",NA,"2020-10-06 06:06:00",71.5984833333333,-161.514533333333,"2020-10-06 06:06:00","10/5/2020","22:06","161˚ 30.872' W","71˚ 35.909' N","degrees minutes seconds","Bering Sea","CEO",10,5,2020,22,6,18,71.598,-161.52,4.901,4.851,28.878,1.8152,332.36,0.0395,0.1236,59.17,0.168,1.78,0.14,0.25,0.56,0.7,2.8,-1.56,-1.56,"10/5/2020 22:6:18","2020/10/05 22:06:18","2020-10-05 14:06:18"
"E234.2B.NO20",2,1,FALSE,"NO20","Norseman 2020",1,13,"Niskin; Sterivex 0.22µm filter","95% EtOH","CEO",5.1,500,"Clare Gaffey",NA,"2020-10-06 06:06:00",71.5984833333333,-161.514533333333,"2020-10-06 06:06:00","10/5/2020","22:06","161˚ 30.872' W","71˚ 35.909' N","degrees minutes seconds","Bering Sea","CEO",10,5,2020,22,6,18,71.598,-161.52,4.901,4.851,28.878,1.8152,332.36,0.0395,0.1236,59.17,0.168,1.78,0.14,0.25,0.56,0.7,2.8,-1.56,-1.56,"10/5/2020 22:6:18","2020/10/05 22:06:18","2020-10-05 14:06:18"
"E234.3B.NO20",3,1,FALSE,"NO20","Norseman 2020",1,13,"Niskin; Sterivex 0.22µm filter","95% EtOH","CEO",5.1,1000,"Clare Gaffey",NA,"2020-10-06 06:06:00",71.5984833333333,-161.514533333333,"2020-10-06 06:06:00","10/5/2020","22:06","161˚ 30.872' W","71˚ 35.909' N","degrees minutes seconds","Bering Sea","CEO",10,5,2020,22,6,18,71.598,-161.52,4.901,4.851,28.878,1.8152,332.36,0.0395,0.1236,59.17,0.168,1.78,0.14,0.25,0.56,0.7,2.8,-1.56,-1.56,"10/5/2020 22:6:18","2020/10/05 22:06:18","2020-10-05 14:06:18"
"E235.1B.NO20",1,1,FALSE,"NO20","Norseman 2020",2,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","DBO4-6",40,1000,"Clare Gaffey",NA,"2020-10-05 11:28:00",71.8333333333333,-162.133333333333,"2020-10-05 11:28:00","10/5/2020","3:28","162˚ 08' W","71˚ 50' N","degrees minutes seconds","Bering Sea","DBO 4.6n",10,6,2020,3,28,44,71.85,-162.16,36.173,35.8,32.596,-0.9124,349.38,0.0452,1.0175,0.076793,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/6/2020 3:28:44","2020/10/06 03:28:44","2020-10-05 19:28:44"
"E235.2B.NO20",2,1,FALSE,"NO20","Norseman 2020",2,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","DBO4-6",40,1000,"Clare Gaffey",NA,"2020-10-05 11:28:00",71.8333333333333,-162.133333333333,"2020-10-05 11:28:00","10/5/2020","3:28","162˚ 08' W","71˚ 50' N","degrees minutes seconds","Bering Sea","DBO 4.6n",10,6,2020,3,28,44,71.85,-162.16,36.173,35.8,32.596,-0.9124,349.38,0.0452,1.0175,0.076793,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/6/2020 3:28:44","2020/10/06 03:28:44","2020-10-05 19:28:44"
"E235.3B.NO20",3,1,FALSE,"NO20","Norseman 2020",2,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","DBO4-6",40,1000,"Clare Gaffey",NA,"2020-10-05 11:28:00",71.8333333333333,-162.133333333333,"2020-10-05 11:28:00","10/5/2020","3:28","162˚ 08' W","71˚ 50' N","degrees minutes seconds","Bering Sea","DBO 4.6n",10,6,2020,3,28,44,71.85,-162.16,36.173,35.8,32.596,-0.9124,349.38,0.0452,1.0175,0.076793,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/6/2020 3:28:44","2020/10/06 03:28:44","2020-10-05 19:28:44"
"E236.1B.NO20",1,1,FALSE,"NO20","Norseman 2020",2,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","DBO4-6",2.6,500,"Clare Gaffey",NA,"2020-10-05 11:31:00",71.8333333333333,-162.133333333333,"2020-10-05 11:31:00","10/5/2020","3:31","162˚ 08' W","71˚ 50' N","degrees minutes seconds","Bering Sea","DBO 4.6n",10,6,2020,3,31,20,71.849,-162.16,2.418,2.393,29.276,1.7894,332.38,0.0548,0.1442,5.4883,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/6/2020 3:31:20","2020/10/06 03:31:20","2020-10-05 19:31:20"
