Percent	Sample	TerminalTaxa
0.0180583646344987	MP_E598_2B_PCR2	zzOther
0.00221579641262561	MP_E1307_OC1021	zzOther
0.0563927030465174	MP_E1308_OC1021	zzOther
0.884114459549387	MP_E1054_SKQ2021	zzOther
0.00433500953702098	MP_E1081_SKQ2021	zzOther
0.00321340202872781	MP_E1874_OC0723	zzOther
0.00210130385904454	MP_E1299_OC1021	zzOther
0.00640631406314063	MP_E1316_OC1021	zzOther
0.0149567978646295	MP_E1319_OC1021	zzOther
0.0277094662464064	MP_E1322_OC1021	zzOther
0.00525325964761134	MP_E1299_OC1021	zzOther
0.003705716685607	MP_E1302_OC1021	zzOther
0.381116982971605	MP_E1307_OC1021	zzOther
0.0230627306273063	MP_E1316_OC1021	zzOther
0.0195932442493828	MP_E1317_OC1021	zzOther
0.00321757223449666	MP_E1318_OC1021	zzOther
0.0586766685458541	MP_E1319_OC1021	zzOther
0.0115456109360027	MP_E1322_OC1021	zzOther
0.0141643059490085	MP_E1868_OC0723	zzOther
0.00577356093993572	MP_E1072_SKQ2021	zzOther
0.152258501099645	MP_E1248_OC0922	zzOther
0.0054802528223302	MP_E1315_OC1021	zzOther
0.00298454008237331	MP_E1390_OC0722	zzOther
0.0901063254640476	MP_E1091_SKQ2021	zzOther
0.00942507068803016	MP_E1103_SKQ2021	zzOther
0.00337602124642704	MP_E1104_SKQ2021	zzOther
0.0070085270412335	MP_E1121_SKQ2021	zzOther
0.0313059594024318	MP_E1134_SKQ2021	zzOther
0.114111829593001	MP_E1135_SKQ2021	zzOther
0.00473511752561699	MP_E1143_SKQ2021	zzOther
0.0069146046327851	MP_E1244_OC0922	zzOther
0.0169176112332939	MP_E1248_OC0922	zzOther
0.0580243702354989	MP_E1254_OC0922	zzOther
0.00371778308594585	MP_E1262_OC0922	zzOther
0.00275007333528894	MP_E1280_OC1021	zzOther
0.00105065192952227	MP_E1299_OC1021	zzOther
0.0116174377740989	MP_E1301_OC1021	zzOther
0.270629136723462	MP_E1303_OC1021	zzOther
0.0344864960734661	MP_E1309_OC1021	zzOther
0.203769740193581	MP_E1317_OC1021	zzOther
0.00133636242148871	MP_E1321_OC1021	zzOther
0.0034636832808008	MP_E1322_OC1021	zzOther
0.00622000145133367	MP_E1850_OC0723	zzOther
0.0406217616580311	MP_E1851_OC0723	zzOther
0.143657390675822	MP_E1857_OC0723	zzOther
0.0116607391242785	MP_E1858_OC0723	zzOther
0.0120382817359202	MP_E1865_OC0723	zzOther
0.0841325929665152	MP_E2137_1B	zzOther
0.000953061710745771	MP_E446_3B_PCR3	zzOther
0.0122570478024864	MP_E486_PCR3	zzOther
0.00241432175666051	MP_E494_PCR3	zzOther
0.0469436341079033	MP_E573_1B_PCR3	zzOther
0.00644003123415149	MP_E573_2B_PCR2	zzOther
0.00966421254239075	MP_E573_3B_PCR2	zzOther
0.216897216101157	MP_E574_3B_PCR3	zzOther
0.00276269805091652	MP_E1086_SKQ2021	zzOther
