Value	Sample	TerminalTaxa
13544	MP_E1032_OC0821_PCR1	Clupea pallasii
8968	MP_E1032_OC0821_PCR1	Eukaryota
8	MP_E1032_OC0821_PCR1	Meringosphaera mediterranea
2	MP_E1032_OC0821_PCR1	Cryptophyceae
6976	MP_E1032_OC0821_PCR1	Bacteria
126	MP_E1032_OC0821_PCR1	Alphaproteobacteria
6407	MP_E1032_OC0821_PCR1	Planctomycetota
177	MP_E1032_OC0821_PCR1	Candidatus Campbellbacteria
8	MP_E1032_OC0821_PCR1	Vulcanimicrobiota
38	MP_E1032_OC0821_PCR1	Deltaproteobacteria
84	MP_E1032_OC0821_PCR1	Phycisphaeraceae
2	MP_E1032_OC0821_PCR1	Formosa
125	MP_E1032_OC0821_PCR1	Nitrospinaceae
7	MP_E1032_OC0821_PCR1	Nitrospina sp_ SCGC AAA001_J21
279	MP_E1032_OC0821_PCR1	Pseudomonadota
6	MP_E1032_OC0821_PCR1	Thalassiosiraceae
9	MP_E1032_OC0821_PCR1	Pseudo_nitzschia sp_ RCC2006
19	MP_E1032_OC0821_PCR1	Candidatus Vogelbacteria
409	MP_E1032_OC0821_PCR1	Gammaproteobacteria
4	MP_E1032_OC0821_PCR1	Thalassiosira
2123	MP_E1032_OC0821_PCR1	Ditylum brightwellii
49	MP_E1032_OC0821_PCR1	Unknown
2	MP_E1032_OC0821_PCR1	Bovidae
198	MP_E1032_OC0821_PCR1	Bacillariophyceae
12	MP_E1032_OC0821_PCR1	Enterobacterales
303	MP_E1032_OC0821_PCR1	Virgulinella fragilis
9	MP_E1032_OC0821_PCR1	Chaetoceros costatus
10	MP_E1032_OC0821_PCR1	Candidatus Marinimicrobia
5865	MP_E1032_OC0821_PCR1	Microgadus proximus
199	MP_E1032_OC0821_PCR1	Phycisphaerales
19	MP_E1032_OC0821_PCR1	Pirellulaceae
24	MP_E1032_OC0821_PCR1	Nitrospina sp_ SCGC AAA003_A14
4	MP_E1032_OC0821_PCR1	Chaetocerotales
2	MP_E1032_OC0821_PCR1	Beringraja binoculata
6	MP_E1032_OC0821_PCR1	Rhodobacterales
325	MP_E1032_OC0821_PCR1	Chaetoceros
4084	MP_E1032_OC0821_PCR1	Chaetoceros sp_
46	MP_E1032_OC0821_PCR1	Candidatus Azambacteria
11	MP_E1032_OC0821_PCR1	Psychrobium
1	MP_E1032_OC0821_PCR1	Shewanella
10137	MP_E1032_OC0821_PCR1	Pleuronectidae
12	MP_E1032_OC0821_PCR1	Candidatus Nomurabacteria
20	MP_E1032_OC0821_PCR1	Bolidophyceae
1266	MP_E1032_OC0821_PCR1	Candidatus Kaiserbacteria
32	MP_E1032_OC0821_PCR1	Bacteroidota
15	MP_E1032_OC0821_PCR1	Psychromonas
122	MP_E1032_OC0821_PCR1	Rhizosoleniaceae
1020	MP_E1032_OC0821_PCR1	Pseudo_nitzschia
1	MP_E1032_OC0821_PCR1	Amphritea japonica
521	MP_E1032_OC0821_PCR1	Cellvibrionaceae
15	MP_E1032_OC0821_PCR1	Dictyochophyceae
44	MP_E1032_OC0821_PCR1	Nitrospina sp_ SCGC AAA003_C16
92	MP_E1032_OC0821_PCR1	Bacillariophyta
68	MP_E1032_OC0821_PCR1	Pseudopedinella elastica
3038	MP_E1032_OC0821_PCR1	Citharichthys sordidus
176	MP_E1032_OC0821_PCR1	Florenciella
250	MP_E1032_OC0821_PCR1	Cytophagales
496	MP_E1032_OC0821_PCR1	Pyramimonadales
9	MP_E1032_OC0821_PCR1	Candidatus Seongchinamella marina
3	MP_E1032_OC0821_PCR1	Candidatus Uhrbacteria
84	MP_E1032_OC0821_PCR1	Nitrospina
53	MP_E1032_OC0821_PCR1	Teleaulax acuta
477	MP_E1032_OC0821_PCR1	Pseudoalteromonas
17	MP_E1032_OC0821_PCR1	Pseudopedinella
46	MP_E1032_OC0821_PCR1	Eucampia zodiacus
44	MP_E1032_OC0821_PCR1	Alteromonadales
1	MP_E1032_OC0821_PCR1	Thiotrichales
3	MP_E1032_OC0821_PCR1	Rickettsiales
250	MP_E1032_OC0821_PCR1	Planctomycetaceae
95	MP_E1032_OC0821_PCR1	Hemiaulales
20	MP_E1032_OC0821_PCR1	Dictyocha
99	MP_E1032_OC0821_PCR1	Thalassionema
12	MP_E1032_OC0821_PCR1	Pseudoteredinibacter isoporae
2	MP_E1032_OC0821_PCR1	Alkalimarinus
160	MP_E1032_OC0821_PCR1	Psammodictyon panduriforme
20	MP_E1032_OC0821_PCR1	Picochlorum__f__o
25	MP_E1032_OC0821_PCR1	Elphidium aculeatum
34	MP_E1032_OC0821_PCR1	Paraliomyxa__f
2	MP_E1032_OC0821_PCR1	Homo sapiens
6006	MP_E1032_OC0821_PCR1	Allosmerus elongatus
1	MP_E1032_OC0821_PCR1	Triparmaceae
