ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	Unknown	NA	NA	NA	NA	NA	NA
ASV_10	Unknown	NA	NA	NA	NA	NA	NA
ASV_100	Unknown	NA	NA	NA	NA	NA	NA
ASV_1000	Unknown	NA	NA	NA	NA	NA	NA
ASV_1001	Unknown	NA	NA	NA	NA	NA	NA
ASV_1002	Unknown	NA	NA	NA	NA	NA	NA
ASV_1003	Unknown	NA	NA	NA	NA	NA	NA
ASV_1004	Unknown	NA	NA	NA	NA	NA	NA
ASV_1005	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_1006	Unknown	NA	NA	NA	NA	NA	NA
ASV_1007	Unknown	NA	NA	NA	NA	NA	NA
ASV_1008	Unknown	NA	NA	NA	NA	NA	NA
ASV_1009	Unknown	NA	NA	NA	NA	NA	NA
ASV_101	Unknown	NA	NA	NA	NA	NA	NA
ASV_1010	Unknown	NA	NA	NA	NA	NA	NA
ASV_1011	Unknown	NA	NA	NA	NA	NA	NA
ASV_1012	Unknown	NA	NA	NA	NA	NA	NA
ASV_1013	Unknown	NA	NA	NA	NA	NA	NA
ASV_1014	Unknown	NA	NA	NA	NA	NA	NA
ASV_1015	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_1016	Unknown	NA	NA	NA	NA	NA	NA
ASV_1017	Unknown	NA	NA	NA	NA	NA	NA
ASV_1018	Eukaryota	Bacillariophyta	Coscinodiscophyceae	NA	NA	NA	NA
ASV_1019	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis oceanica
ASV_102	Unknown	NA	NA	NA	NA	NA	NA
ASV_1020	Unknown	NA	NA	NA	NA	NA	NA
ASV_1021	Unknown	NA	NA	NA	NA	NA	NA
ASV_1022	Unknown	NA	NA	NA	NA	NA	NA
ASV_1023	Unknown	NA	NA	NA	NA	NA	NA
ASV_1024	Unknown	NA	NA	NA	NA	NA	NA
ASV_1025	Unknown	NA	NA	NA	NA	NA	NA
ASV_1026	Unknown	NA	NA	NA	NA	NA	NA
ASV_1027	Unknown	NA	NA	NA	NA	NA	NA
ASV_1028	Unknown	NA	NA	NA	NA	NA	NA
ASV_1029	Unknown	NA	NA	NA	NA	NA	NA
ASV_103	Unknown	NA	NA	NA	NA	NA	NA
ASV_1030	Unknown	NA	NA	NA	NA	NA	NA
ASV_1031	Unknown	NA	NA	NA	NA	NA	NA
ASV_1032	Unknown	NA	NA	NA	NA	NA	NA
ASV_1033	Unknown	NA	NA	NA	NA	NA	NA
ASV_1034	Unknown	NA	NA	NA	NA	NA	NA
ASV_1035	Unknown	NA	NA	NA	NA	NA	NA
ASV_1036	Unknown	NA	NA	NA	NA	NA	NA
ASV_1037	Unknown	NA	NA	NA	NA	NA	NA
ASV_1038	Unknown	NA	NA	NA	NA	NA	NA
ASV_1039	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_104	Unknown	NA	NA	NA	NA	NA	NA
ASV_1040	Unknown	NA	NA	NA	NA	NA	NA
ASV_1041	Unknown	NA	NA	NA	NA	NA	NA
ASV_1042	Unknown	NA	NA	NA	NA	NA	NA
ASV_1043	Unknown	NA	NA	NA	NA	NA	NA
ASV_1044	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo_nitzschia	Pseudo_nitzschia delicatissima
ASV_1045	Unknown	NA	NA	NA	NA	NA	NA
ASV_1046	Unknown	NA	NA	NA	NA	NA	NA
ASV_1047	Unknown	NA	NA	NA	NA	NA	NA
ASV_1048	Unknown	NA	NA	NA	NA	NA	NA
ASV_1049	Unknown	NA	NA	NA	NA	NA	NA
ASV_105	Unknown	NA	NA	NA	NA	NA	NA
ASV_1050	Unknown	NA	NA	NA	NA	NA	NA
ASV_1051	Unknown	NA	NA	NA	NA	NA	NA
ASV_1052	Unknown	NA	NA	NA	NA	NA	NA
ASV_1053	Unknown	NA	NA	NA	NA	NA	NA
ASV_1054	Unknown	NA	NA	NA	NA	NA	NA
ASV_1055	Unknown	NA	NA	NA	NA	NA	NA
ASV_1056	Unknown	NA	NA	NA	NA	NA	NA
ASV_1057	Unknown	NA	NA	NA	NA	NA	NA
ASV_1058	Unknown	NA	NA	NA	NA	NA	NA
ASV_1059	Unknown	NA	NA	NA	NA	NA	NA
ASV_106	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_1060	Unknown	NA	NA	NA	NA	NA	NA
ASV_1061	Unknown	NA	NA	NA	NA	NA	NA
ASV_1062	Unknown	NA	NA	NA	NA	NA	NA
ASV_1063	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_1064	Unknown	NA	NA	NA	NA	NA	NA
ASV_1065	Unknown	NA	NA	NA	NA	NA	NA
ASV_1066	Unknown	NA	NA	NA	NA	NA	NA
ASV_1067	Unknown	NA	NA	NA	NA	NA	NA
ASV_1068	Unknown	NA	NA	NA	NA	NA	NA
ASV_1069	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_107	Unknown	NA	NA	NA	NA	NA	NA
ASV_1070	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_1071	Eukaryota	Dictyochophyceae__p	Dictyochophyceae	Florenciellales	NA	NA	NA
ASV_1072	Unknown	NA	NA	NA	NA	NA	NA
ASV_1073	Unknown	NA	NA	NA	NA	NA	NA
ASV_1074	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira nordenskioeldii
ASV_1075	Unknown	NA	NA	NA	NA	NA	NA
ASV_1076	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_1077	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_1078	Unknown	NA	NA	NA	NA	NA	NA
ASV_1079	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_108	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_1080	Unknown	NA	NA	NA	NA	NA	NA
ASV_1081	Eukaryota	Dinophyceae__p	Dinophyceae	Prorocentrales	NA	NA	NA
ASV_1082	Unknown	NA	NA	NA	NA	NA	NA
ASV_1083	Unknown	NA	NA	NA	NA	NA	NA
ASV_1084	Unknown	NA	NA	NA	NA	NA	NA
ASV_1085	Unknown	NA	NA	NA	NA	NA	NA
ASV_1086	Unknown	NA	NA	NA	NA	NA	NA
ASV_1087	Unknown	NA	NA	NA	NA	NA	NA
ASV_1088	Eukaryota	Dinophyceae__p	Dinophyceae	Levanderina__f__o	Levanderina__f	NA	NA
ASV_1089	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_109	Unknown	NA	NA	NA	NA	NA	NA
ASV_1090	Unknown	NA	NA	NA	NA	NA	NA
ASV_1091	Unknown	NA	NA	NA	NA	NA	NA
ASV_1092	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_1093	Unknown	NA	NA	NA	NA	NA	NA
ASV_1094	Unknown	NA	NA	NA	NA	NA	NA
ASV_1095	Unknown	NA	NA	NA	NA	NA	NA
