Value	Sample	TerminalTaxa
1	MP_BlankAlaskaSet_NC_pool	Cyathomonadacea
1019	MP_BlankAlaskaSet_NC_pool	Axinellida
18882	MP_BlankAlaskaSet_NC_pool	Placozoa
2309	MP_BlankAlaskaSet_NC_pool	Vexillifera expectata
1	MP_BlankAlaskaSet_NC_pool	Capitellidae
121	MP_BlankAlaskaSet_NC_pool	Saprolegnia sp_
104	MP_BlankAlaskaSet_NC_pool	Mycosphaerellaceae
96	MP_BlankAlaskaSet_NC_pool	Unknown
28	MP_BlankAlaskaSet_NC_pool	Pythiales
286	MP_BlankAlaskaSet_NC_pool	Eukaryota
1	MP_BlankAlaskaSet_NC_pool	Pseudocalanus acuspes
56	MP_BlankAlaskaSet_NC_pool	Pyrenomonadales
54	MP_BlankAlaskaSet_NC_pool	Apusomonadidae
48	MP_BlankAlaskaSet_NC_pool	Dictyotales
40	MP_BlankAlaskaSet_NC_pool	Sellaphoraceae
40	MP_BlankAlaskaSet_NC_pool	Flavobacterium
31	MP_BlankAlaskaSet_NC_pool	Vannellidae__o
25	MP_BlankAlaskaSet_NC_pool	Siphonophorae
24	MP_BlankAlaskaSet_NC_pool	Araneae
1461	MP_BlankAlaskaSet_NC_pool	Ploima
176	MP_BlankAlaskaSet_NC_pool	Insecta
17	MP_BlankAlaskaSet_NC_pool	Bangiales
703	MP_BlankAlaskaSet_NC_pool	Coleoptera
17	MP_BlankAlaskaSet_NC_pool	Leptothecata
1271	MP_BlankAlaskaSet_NC_pool	Vexilliferidae
30008	MP_BlankAlaskaSet_NC_pool	Homo sapiens
513	MP_BlankAlaskaSet_NC_pool	Ectocarpales
6	MP_BlankAlaskaSet_NC_pool	Stylommatophora
6	MP_BlankAlaskaSet_NC_pool	Geminigeraceae
4	MP_BlankAlaskaSet_NC_pool	Architaenioglossa
4	MP_BlankAlaskaSet_NC_pool	Environmental Unknown
4	MP_BlankAlaskaSet_NC_pool	Microtendipes pedellus
3	MP_BlankAlaskaSet_NC_pool	Cystobasidiaceae
3	MP_BlankAlaskaSet_NC_pool	Sarcoptiformes
836	MP_BlankAlaskaSet_NC_pool	Euchlanis dilatata
227	MP_BlankAlaskaSet_NC_pool	Cecidomyiidae
4	MP_BlankAlaskaSet_NC_pool	Serinales
2	MP_BlankAlaskaSet_NC_pool	Fragilariales
2602	MP_BlankAlaskaSet_NC_pool	Poecilosclerida
387	MP_BlankAlaskaSet_NC_pool	Macroconia
422	MP_BlankAlaskaSet_NC_pool	Parmeliaceae
6	MP_BlankAlaskaSet_NC_pool	Stephanodiscales
110	MP_BlankAlaskaSet_NC_pool	Bacillariales
224	MP_BlankAlaskaSet_NC_pool	Euamoebida
157	MP_BlankAlaskaSet_NC_pool	Lagenidiales
6	MP_Dyson_NC_pool	Cyathomonadacea
3997	MP_Dyson_NC_pool	Placozoa
181	MP_Dyson_NC_pool	Mycosphaerellaceae
2	MP_Dyson_NC_pool	Unknown
1	MP_Dyson_NC_pool	Pseudocalanus acuspes
1	MP_Dyson_NC_pool	Dictyotales
1700	MP_Dyson_NC_pool	Siphonophorae
1	MP_Dyson_NC_pool	Araneae
6	MP_Dyson_NC_pool	Leptothecata
22923	MP_Dyson_NC_pool	Homo sapiens
5809	MP_Dyson_NC_pool	Euchlanis dilatata
287	MP_Dyson_NC_pool	Serinales
4	MP_Dyson_NC_pool	Fragilariales
1	MP_Dyson_NC_pool	Physidae__o
9	MP_Dyson_NC_pool	Pseudocalanus mimus
6	MP_Dyson_NC_pool	Phaeocystaceae
2	MP_Dyson_NC_pool	Diptera
3	MP_Dyson_NC_pool	Lithodesmiales
4	MP_Dyson_NC_pool	Stephanodiscaceae
1	MP_Dyson_NC_pool	Annelida
2	MP_Dyson_NC_pool	Dactylopodida
1	MP_Dyson_NC_pool	Neuroptera
2	MP_Dyson_NC_pool	Lepidoptera
2	MP_Dyson_NC_pool	Lithodesmiaceae
2720	MP_Dyson_NC_pool	Camponotus
58888	MP_E1148_DY2206	Cyathomonadacea
395	MP_E1148_DY2206	Axinellida
2510	MP_E1148_DY2206	Unknown
367	MP_E1148_DY2206	Pythiales
248	MP_E1148_DY2206	Eukaryota
3027	MP_E1148_DY2206	Pseudocalanus acuspes
6567	MP_E1148_DY2206	Dictyotales
17	MP_E1148_DY2206	Vannellidae__o
88	MP_E1148_DY2206	Siphonophorae
494	MP_E1148_DY2206	Araneae
2	MP_E1148_DY2206	Ploima
3943	MP_E1148_DY2206	Insecta
13019	MP_E1148_DY2206	Coleoptera
2197	MP_E1148_DY2206	Leptothecata
91	MP_E1148_DY2206	Homo sapiens
1302	MP_E1148_DY2206	Ectocarpales
243	MP_E1148_DY2206	Stylommatophora
2048	MP_E1148_DY2206	Environmental Unknown
98	MP_E1148_DY2206	Sarcoptiformes
423	MP_E1148_DY2206	Fragilariales
4	MP_E1148_DY2206	Poecilosclerida
42159	MP_E1148_DY2206	Stephanodiscales
3	MP_E1148_DY2206	Bacillariales
7	MP_E1148_DY2206	Euamoebida
12	MP_E1148_DY2206	Lagenidiales
7346	MP_E1148_DY2206	Physidae__o
8884	MP_E1148_DY2206	Pseudocalanus mimus
1717	MP_E1148_DY2206	Phaeocystaceae
18963	MP_E1148_DY2206	Diptera
8899	MP_E1148_DY2206	Lithodesmiales
323	MP_E1148_DY2206	Stephanodiscaceae
8841	MP_E1148_DY2206	Dactylopodida
