Value	Sample	TerminalTaxa
1494	MP_E370	Noelaerhabdaceae
599	MP_E370	Lepidoptera
3338	MP_E370	Leptothecata
489	MP_E370	Penicillium
1684	MP_E370	Synurales
206	MP_E370	Dactylopodida
106	MP_E370	Schuchertinia
104	MP_E370	Acrochaetiales
474	MP_E370	Cladosporiaceae
1229	MP_E370	Coleoptera
71	MP_E370	Rhizosoleniales
101	MP_E370	Malacostraca
1358	MP_E370	Unknown
1495	MP_E370	Pythiales
104	MP_E370	Hypocreales
16	MP_E370	Gymnodinium sp_ NVA_RUS_2008
2503	MP_E370	Diptera
1031	MP_E370	Araneae
92	MP_E370	Florideophyceae
265	MP_E370	Hydrozoa
311	MP_E370	Saprolegniales
397	MP_E370	Peronosporales
246	MP_E370	Laminariales
245	MP_E370	Ectocarpales
189	MP_E370	Lithodesmiales
189	MP_E370	Dictyotales
445	MP_E370	Longamoebia
593	MP_E370	Ceramiales
175	MP_E370	Apusomonadida
76	MP_E370	Exobasidiales
173	MP_E370	Amphipoda
22	MP_E370	Decapoda
941	MP_E370	Leohumicola__f
48862	MP_E370	Amphilepidida
120	MP_E370	Bathycoccus prasinos
42	MP_E370	Telonemida
992	MP_E370	Anthoathecata
23	MP_E370	Eustigmatales
1	MP_E370	Protoperidinium cf_ depressum
1069	MP_E370	Insecta
32	MP_E370	Thalassiosirales
1675	MP_E370	Cyanea
181	MP_E370	Prymnesiales
36	MP_E370	Phaeocystales
124	MP_E370	Haptoglossa__f__o
53	MP_E370	Cyanea sp_ USWADBB
37713	MP_E370	Clytia gregaria
1161	MP_E370	Arachnida
778	MP_E370	Phacellophora camtschatica
49	MP_E370	Littorinimorpha
72	MP_E370	Neogastropoda
10	MP_E370	Laternulidae
3204	MP_E370	Polychaeta
38	MP_E370	Chaetothyriales
9	MP_E370	Pythiaceae
248	MP_E370	Fragilariales
36	MP_E370	Tubulariidae
20	MP_E370	Peronosporaceae
35	MP_E370	Plumaleciidae
6630	MP_E370	Siphonophorae
15	MP_E370	Gigartinales
42	MP_E370	Skeletonemataceae
50	MP_E370	Environmental Unknown
108	MP_E370	Chromulinales
505	MP_E370	Trichomeriaceae
28	MP_E370	Mysida
327	MP_E370	Rhizosoleniaceae
56	MP_E370	Chromulinaceae
1791	MP_E370	Mycosphaerellaceae
4	MP_E370	Pandeidae
82	MP_E370	Nanomia
30	MP_E370	Ancylidae__o
450	MP_E370	Cyathomonadacea
26	MP_E370	Chlorellales
2	MP_E370	Cryptomonadales
20	MP_E370	Microcalanus
20	MP_E370	Haleciidae
20	MP_E370	Korotnevella novazelandica
31	MP_E370	Dictyocha speculum
8	MP_E370	Limapontiidae__o
18	MP_E370	Eukaryota
18	MP_E370	Mycocaliciales
2	MP_E370	Flavobacteriia
33	MP_E370	Thiaridae__o
194	MP_E370	Gastropoda
15	MP_E370	Myxotrichaceae
14	MP_E370	Ctenophora
85	MP_E370	Octopoda
1251	MP_E370	Arcellinida
25	MP_E370	Dictyonellidae
1077	MP_E370	Chuniphyes multidentata
6	MP_E370	Haplosclerida
25	MP_E370	Poecilosclerida
10	MP_E370	Actinostola sp_ CM_2023
25	MP_E370	Comatulida
93	MP_E370	Dothideomycetes
9	MP_E370	Cladosporium
21	MP_E370	Phaeocystaceae
71	MP_E370	Hymenoptera
1336	MP_E370	Phaeocystis globosa
226	MP_E370	Sarcoptiformes
3	MP_E370	Thalassiosira nordenskioeldii
6	MP_E370	Tetracladium__f
757	MP_E370	Carnivora
5	MP_E370	Ploima
5	MP_E370	Clytiidae
667	MP_E370	Laternulidae__o
102	MP_E370	Agaricales
21	MP_E370	Micromonas pusilla
4	MP_E370	Opiliones
4	MP_E370	Anthozoa
4	MP_E370	Stephanodiscaceae
2	MP_E370	Azadinium
2731	MP_E370	Homo sapiens
18	MP_E370	Craspedida
48	MP_E370	Phaeocystis
158	MP_E370	Monostilifera
34	MP_E370	Stylommatophora
3	MP_E370	Eudendriidae
3	MP_E370	Cairneyella__f
3	MP_E370	Valvatidae__o
3	MP_E370	Arthropoda
36	MP_E370	Hemiptera
16	MP_E370	Entomobryomorpha
556	MP_E370	Mitrocoma cellularia
18	MP_E370	Fucales
21	MP_E370	Isochrysidales
2	MP_E370	Candidatus Pelagibacterales
12	MP_E370	Scyphozoa
264	MP_E370	Eudendrium
104	MP_E370	Saprolegniaceae
30	MP_E370	Aureococcus anophagefferens
2	MP_E370	Chloroparvula pacifica
97	MP_E370	Mycosphaerellales
188	MP_E370	Parvamoeba__f
185	MP_E370	Trachymedusae
9	MP_E370	Lymnaeidae__o
1	MP_E370	Ochromonadales
135	MP_E370	Euryalida
130	MP_E370	Rhodogorgonales
40	MP_E370	Apolemia
53	MP_E370	Zancleidae
116	MP_E370	Cladosporiales
11	MP_E370	Dothideales
19089	MP_E373	Noelaerhabdaceae
42994	MP_E373	Lepidoptera
498	MP_E373	Leptothecata
377	MP_E373	Penicillium
19159	MP_E373	Synurales
922	MP_E373	Coleoptera
513	MP_E373	Rhizosoleniales
30	MP_E373	Malacostraca
237	MP_E373	Unknown
438	MP_E373	Pythiales
6822	MP_E373	Diptera
178	MP_E373	Araneae
5	MP_E373	Florideophyceae
7	MP_E373	Hydrozoa
69	MP_E373	Saprolegniales
307	MP_E373	Peronosporales
2776	MP_E373	Laminariales
357	MP_E373	Ectocarpales
64	MP_E373	Lithodesmiales
8114	MP_E373	Dictyotales
31	MP_E373	Longamoebia
10	MP_E373	Ceramiales
1	MP_E373	Apusomonadida
24	MP_E373	Amphipoda
11	MP_E373	Decapoda
5273	MP_E373	Bathycoccus prasinos
1823	MP_E373	Telonemida
74	MP_E373	Anthoathecata
5	MP_E373	Eustigmatales
305	MP_E373	Insecta
571	MP_E373	Thalassiosirales
38	MP_E373	Cyanea
261	MP_E373	Prymnesiales
441	MP_E373	Phaeocystales
4	MP_E373	Haptoglossa__f__o
40	MP_E373	Clytia gregaria
8094	MP_E373	Arachnida
6	MP_E373	Phacellophora camtschatica
54	MP_E373	Littorinimorpha
475	MP_E373	Neogastropoda
5	MP_E373	Fragilariales
11	MP_E373	Siphonophorae
9	MP_E373	Gigartinales
5	MP_E373	Skeletonemataceae
137	MP_E373	Environmental Unknown
447	MP_E373	Chromulinales
881	MP_E373	Rhizosoleniaceae
15	MP_E373	Chromulinaceae
21	MP_E373	Mycosphaerellaceae
5	MP_E373	Nanomia
16388	MP_E373	Cyathomonadacea
3	MP_E373	Chlorellales
801	MP_E373	Dictyocha speculum
81	MP_E373	Eukaryota
25	MP_E373	Flavobacteriia
17	MP_E373	Gastropoda
4	MP_E373	Chuniphyes multidentata
54	MP_E373	Poecilosclerida
277	MP_E373	Comatulida
1782	MP_E373	Phaeocystaceae
18	MP_E373	Hymenoptera
7687	MP_E373	Phaeocystis globosa
14	MP_E373	Sarcoptiformes
11	MP_E373	Agaricales
314	MP_E373	Micromonas pusilla
358	MP_E373	Stephanodiscaceae
1140	MP_E373	Phaeocystis
25	MP_E373	Monostilifera
51	MP_E373	Stylommatophora
231	MP_E373	Hemiptera
36	MP_E373	Mitrocoma cellularia
8	MP_E373	Fucales
403	MP_E373	Isochrysidales
12	MP_E373	Candidatus Pelagibacterales
2729	MP_E373	Aureococcus anophagefferens
10	MP_E373	Chloroparvula pacifica
13	MP_E373	Cephalopoda
473	MP_E373	Pseudocalanus
646	MP_E373	Guinardia delicatula
233	MP_E373	Gelidiales
47824	MP_E373	Pseudocalanus mimus
1	MP_E373	Chattonellales
118	MP_E373	Chaetocerotales
141	MP_E373	Clausocalanidae
82	MP_E373	Picozoa
11	MP_E373	Hemiaulales
93	MP_E373	Bangiales
6	MP_E373	Margalefidinium polykrikoides
8	MP_E373	Flavobacteriales
13	MP_E373	Cymatosiraceae
3	MP_E373	Homosclerophorida
60	MP_E373	Planorbidae__o
213	MP_E373	Pseudocalanus acuspes
6	MP_E373	Oithona similis
5	MP_E373	Coscinodiscophyceae
1	MP_E373	Polynoidae
3	MP_E373	Architaenioglossa
1	MP_E373	Pseudo_nitzschia
4	MP_E373	Gracilariales
62	MP_E373	Mecoptera
15	MP_E373	Agaricomycetes
8	MP_E373	Triceratiales
174	MP_E373	Peyssonneliales
40	MP_E373	Stomotoca atra
13	MP_E373	Haramonas__f__o
6	MP_E373	Thalassionema nitzschioides
22	MP_E373	Bacillariaceae
11	MP_E373	Chrysoparadoxa__f__o
10	MP_E373	Candidatus Pelagibacteraceae
294	MP_E373	Blastocladiales
3	MP_E373	Balanus sp_ HLC_24243
35	MP_E373	Spongillida
65	MP_E373	Chordariaceae
42	MP_E373	Archinemertea
26	MP_E373	Mucorales
1	MP_E373	Dinophyceae
2	MP_E373	Ochromonadaceae
29	MP_E373	Rhizostomeae
29	MP_E373	Calanoida
13	MP_E373	Stephanodiscales
7	MP_E373	Agalma elegans
3	MP_E373	Euglyphida
20	MP_E373	Poduromorpha
18	MP_E373	Lithodesmiaceae
3	MP_E373	Narcomedusae
12	MP_E373	Haptoglossa__f
21	MP_E373	Hemiaulaceae
17	MP_E373	Paraphysomonadaceae
12	MP_E373	Scorpiones
23	MP_E373	Phaeophyceae
50	MP_E373	Triphoridae__o
10	MP_E373	Cymatosirales
9	MP_E373	Semaeostomeae
13	MP_E373	Bubarida
1	MP_E373	Tilopteridales
2	MP_E373	Pseudochattonella farcimen
18	MP_E373	Rhodymeniales
2	MP_E373	Halicreatidae
153	MP_E373	Eupodiscales
15	MP_E373	Malacalcyonacea
3	MP_E373	Siphonaptera
3	MP_E373	Pelagomonadales
3	MP_E373	Polygordiidae__o
4	MP_E373	Collembola
3	MP_E373	Axinellida
33	MP_E373	Ephemeroptera
2	MP_E373	Pachychilidae__o
2	MP_E373	Hapalidiales
2	MP_E373	Aureococcus
2	MP_E373	Centropages
2	MP_E373	Campanulariidae
2	MP_E373	Bathycoccus
2	MP_E373	Mesostigmata
4	MP_E373	Plocamiales
10	MP_E373	Salmoniformes
56	MP_E373	Perophoridae
173	MP_E373	Centropages abdominalis
2	MP_E373	Halymeniales
1	MP_E373	Hyphochytriaceae__o
1	MP_E373	Desmidiales
1	MP_E373	Vannellidae__o
54	MP_E373	Jakobida
3	MP_E373	Tethyida
198	MP_E373	Nudibranchia
4	MP_E373	Enopla
4518	MP_E378	Noelaerhabdaceae
28501	MP_E378	Lepidoptera
1250	MP_E378	Leptothecata
36	MP_E378	Penicillium
3236	MP_E378	Synurales
1489	MP_E378	Coleoptera
12	MP_E378	Rhizosoleniales
22	MP_E378	Malacostraca
333	MP_E378	Unknown
290	MP_E378	Pythiales
4283	MP_E378	Diptera
90	MP_E378	Araneae
22	MP_E378	Florideophyceae
10	MP_E378	Hydrozoa
194	MP_E378	Saprolegniales
234	MP_E378	Peronosporales
7	MP_E378	Laminariales
1037	MP_E378	Ectocarpales
3	MP_E378	Lithodesmiales
7130	MP_E378	Dictyotales
101	MP_E378	Longamoebia
1	MP_E378	Ceramiales
5	MP_E378	Apusomonadida
25	MP_E378	Amphipoda
67	MP_E378	Leohumicola__f
3082	MP_E378	Bathycoccus prasinos
62	MP_E378	Telonemida
134	MP_E378	Anthoathecata
93	MP_E378	Insecta
4	MP_E378	Thalassiosirales
21	MP_E378	Cyanea
71	MP_E378	Prymnesiales
495	MP_E378	Phaeocystales
20	MP_E378	Haptoglossa__f__o
540	MP_E378	Clytia gregaria
112	MP_E378	Arachnida
11	MP_E378	Littorinimorpha
85	MP_E378	Neogastropoda
81	MP_E378	Tubulariidae
16	MP_E378	Siphonophorae
20	MP_E378	Gigartinales
3	MP_E378	Skeletonemataceae
56	MP_E378	Environmental Unknown
410	MP_E378	Chromulinales
23	MP_E378	Rhizosoleniaceae
70	MP_E378	Chromulinaceae
9	MP_E378	Mycosphaerellaceae
19703	MP_E378	Cyathomonadacea
28	MP_E378	Chlorellales
23	MP_E378	Eukaryota
6	MP_E378	Flavobacteriia
9	MP_E378	Gastropoda
16	MP_E378	Arcellinida
5	MP_E378	Haplosclerida
265	MP_E378	Poecilosclerida
1376	MP_E378	Phaeocystaceae
3	MP_E378	Hymenoptera
2205	MP_E378	Phaeocystis globosa
4	MP_E378	Sarcoptiformes
22	MP_E378	Micromonas pusilla
25	MP_E378	Stephanodiscaceae
12	MP_E378	Homo sapiens
866	MP_E378	Phaeocystis
8	MP_E378	Monostilifera
71	MP_E378	Stylommatophora
125	MP_E378	Hemiptera
4	MP_E378	Mitrocoma cellularia
43	MP_E378	Fucales
201	MP_E378	Isochrysidales
10	MP_E378	Candidatus Pelagibacterales
2	MP_E378	Scyphozoa
408	MP_E378	Aureococcus anophagefferens
2	MP_E378	Chloroparvula pacifica
3	MP_E378	Mycosphaerellales
2	MP_E378	Lymnaeidae__o
2	MP_E378	Rhodogorgonales
1	MP_E378	Cephalopoda
61	MP_E378	Pseudocalanus
6	MP_E378	Guinardia delicatula
409	MP_E378	Gelidiales
26364	MP_E378	Pseudocalanus mimus
23	MP_E378	Clausocalanidae
146	MP_E378	Picozoa
33	MP_E378	Bangiales
12	MP_E378	Margalefidinium polykrikoides
10	MP_E378	Flavobacteriales
4	MP_E378	Cymatosiraceae
108	MP_E378	Planorbidae__o
1380	MP_E378	Oithona similis
6	MP_E378	Coscinodiscophyceae
16	MP_E378	Mecoptera
21	MP_E378	Peyssonneliales
48	MP_E378	Chrysoparadoxa__f__o
