Value	Sample	TerminalTaxa
15	MP_E611_1B_WCOA21	Carybdeida
432	MP_E611_1B_WCOA21	Unknown
81	MP_E611_1B_WCOA21	Lineidae
57	MP_E611_1B_WCOA21	Prosorhochmidae
43	MP_E611_1B_WCOA21	Carcinonemertidae
11702	MP_E611_1B_WCOA21	Actinopteri
2	MP_E611_1B_WCOA21	Synaptidae
27	MP_E611_1B_WCOA21	Picozoa
376	MP_E611_1B_WCOA21	Micropterus salmoides
2	MP_E611_1B_WCOA21	Candidatus Karelsulcia__f
6	MP_E614_WCOA21	Carybdeida
439	MP_E614_WCOA21	Unknown
2396	MP_E614_WCOA21	Actinopteri
55	MP_E614_WCOA21	Picozoa
1987	MP_E614_WCOA21	Candidatus Karelsulcia__f
25745	MP_E614_WCOA21	Eukaryota
261	MP_E614_WCOA21	Acharax johnsoni
33622	MP_E614_WCOA21	Elpidiidae
18712	MP_E614_WCOA21	Perciformes
6	MP_E614_WCOA21	Sphaeronectes koellikeri
212	MP_E614_WCOA21	Sclerodactylidae
405	MP_E614_WCOA21	Solasteridae
481	MP_E614_WCOA21	Cephalopoda
3	MP_E614_WCOA21	Trachymedusae
204	MP_E614_WCOA21	Chordata
11403	MP_E614_WCOA21	Pseudobathylagus milleri
36	MP_E614_WCOA21	Eumicrotremus spinosus
4	MP_E614_WCOA21	Tetractinellida
3	MP_E614_WCOA21	Muggiaea atlantica
282	MP_E614_WCOA21	Elasipodida
2	MP_E614_WCOA21	Gobiiformes
2423	MP_E614_WCOA21	Euphausia pacifica
62	MP_E614_WCOA21	Poecilosclerida
457	MP_E614_WCOA21	Chiridota sp_ 2 AKM_2016
255	MP_E614_WCOA21	Anthozoa
71	MP_E614_WCOA21	Chuniphyes multidentata
260	MP_E614_WCOA21	Homo sapiens
8	MP_E614_WCOA21	Ulmaridae
2	MP_E614_WCOA21	Spongillida
30	MP_E614_WCOA21	Mollusca
145	MP_E614_WCOA21	Heteronemertea
905	MP_E614_WCOA21	Merluccius
1	MP_E619_WCOA21	Carybdeida
1434	MP_E619_WCOA21	Unknown
62	MP_E619_WCOA21	Picozoa
3345	MP_E619_WCOA21	Candidatus Karelsulcia__f
87273	MP_E619_WCOA21	Eukaryota
24696	MP_E619_WCOA21	Perciformes
54	MP_E619_WCOA21	Sphaeronectes koellikeri
396	MP_E619_WCOA21	Solasteridae
33	MP_E619_WCOA21	Cephalopoda
8	MP_E619_WCOA21	Chordata
87	MP_E619_WCOA21	Euphausia pacifica
108	MP_E619_WCOA21	Poecilosclerida
5	MP_E619_WCOA21	Anthozoa
63	MP_E619_WCOA21	Chuniphyes multidentata
36	MP_E619_WCOA21	Homo sapiens
2	MP_E619_WCOA21	Ulmaridae
4910	MP_E619_WCOA21	Gallus
1	MP_E619_WCOA21	Holothuroidea
20	MP_E619_WCOA21	Coleoptera
18	MP_E619_WCOA21	Scorpiones
3	MP_E619_WCOA21	Hydrozoa
209	MP_E619_WCOA21	Acharax sp_ NY_2022
360	MP_E619_WCOA21	Eusergestes arcticus
310	MP_E619_WCOA21	Spatangoida
2374	MP_E619_WCOA21	Eptatretus
4	MP_E619_WCOA21	Actinomycetaceae
2	MP_E624_WCOA21	Carybdeida
290	MP_E624_WCOA21	Unknown
21	MP_E624_WCOA21	Actinopteri
203	MP_E624_WCOA21	Picozoa
10244	MP_E624_WCOA21	Candidatus Karelsulcia__f
11051	MP_E624_WCOA21	Eukaryota
362	MP_E624_WCOA21	Cephalopoda
66	MP_E624_WCOA21	Chordata
31	MP_E624_WCOA21	Eumicrotremus spinosus
10223	MP_E624_WCOA21	Euphausia pacifica
561	MP_E624_WCOA21	Poecilosclerida
13	MP_E624_WCOA21	Chuniphyes multidentata
5996	MP_E624_WCOA21	Merluccius
280	MP_E624_WCOA21	Acharax sp_ NY_2022
485	MP_E624_WCOA21	Spatangoida
17	MP_E624_WCOA21	Echinoidea
26	MP_E624_WCOA21	Anaerolineales
3708	MP_E624_WCOA21	Hiatella
11727	MP_E624_WCOA21	Stenobrachius leucopsarus
2	MP_E624_WCOA21	Dictyodendrillidae
143	MP_E624_WCOA21	Heteromolpadia tridens
90	MP_E624_WCOA21	Ophiura sarsii
303	MP_E624_WCOA21	Hiatellidae
170	MP_E624_WCOA21	Axinellida
11	MP_E624_WCOA21	Dendroceratida
45	MP_E624_WCOA21	Micrura purpurea
255	MP_E645_WCOA21	Unknown
