Value	Sample	TerminalTaxa
20321	MP_E25_2B_DY20	Oithona
828	MP_E25_2B_DY20	Environmental Unknown
91	MP_E25_2B_DY20	Amoebophryaceae
397	MP_E25_2B_DY20	Conoidasida
231	MP_E25_2B_DY20	Pseudochattonella farcimen
19	MP_E25_2B_DY20	Thraustochytriaceae
903	MP_E25_2B_DY20	Dinophyceae
68	MP_E25_2B_DY20	Chromulinaceae
38	MP_E25_2B_DY20	Centroplasthelida
88	MP_E25_2B_DY20	Calliacantha natans
275	MP_E25_2B_DY20	Amoebophrya sp_
396	MP_E25_2B_DY20	Florenciella
31	MP_E25_2B_DY20	Prymnesium
20	MP_E25_2B_DY20	Ptychocylis minor
393	MP_E25_2B_DY20	Micromonas
3	MP_E25_2B_DY20	Braarudosphaera bigelowii
182	MP_E25_2B_DY20	Pseudotontonia sp_ JG_2011a
45	MP_E25_2B_DY20	Chrysochromulina
19	MP_E25_2B_DY20	Telonema
2	MP_E25_2B_DY20	Mallomonas
27	MP_E25_2B_DY20	Cercozoa
239	MP_E25_2B_DY20	Cyklopsia gemma
15	MP_E25_2B_DY20	Acanthoecidae
101	MP_E25_2B_DY20	Heterocapsa rotundata
16	MP_E25_2B_DY20	Polytrichaceae
1621	MP_E25_2B_DY20	Protaspis
3	MP_E25_2B_DY20	Chaetoceros
4	MP_E25_2B_DY20	Gymnodinium smaydae
127	MP_E25_2B_DY20	Ensiculiferaceae
31	MP_E25_2B_DY20	Solenicola setigera
4	MP_E25_2B_DY20	Gymnodinioides sp_ JCC_2008
37	MP_E25_2B_DY20	Chrysophyceae
72	MP_E25_2B_DY20	Craspedida
1515	MP_E25_2B_DY20	Bathycoccus
13	MP_E25_2B_DY20	Prymnesium faveolatum
38	MP_E25_2B_DY20	Gonyaulacales
105	MP_E25_2B_DY20	Ebria tripartita
283	MP_E25_2B_DY20	Stephanopyxis turris
5	MP_E25_2B_DY20	Gyrodinium
18	MP_E25_2B_DY20	Prymnesium sp_ BO18
10	MP_E25_2B_DY20	Aureococcus anophagefferens
37	MP_E25_2B_DY20	Mamiellaceae
6	MP_E25_2B_DY20	Pelagomonas calceolata
103	MP_E25_2B_DY20	Pavlovaceae
1026	MP_E25_2B_DY20	Dictyocha speculum
18	MP_E25_2B_DY20	Levanderina fissa
26	MP_E25_2B_DY20	Gymnodiniaceae
14	MP_E25_2B_DY20	Pseudopedinella elastica
7	MP_E25_2B_DY20	Baffinella sp_
19	MP_E25_2B_DY20	Cosmoeca ventricosa
25	MP_E25_2B_DY20	Paragymnodinium asymmetricum
1	MP_E25_2B_DY20	Cryothecomonas longipes
25	MP_E25_2B_DY20	Labyrinthulochytrium arktikum
239	MP_E25_2B_DY20	Peridiniales
3	MP_E25_2B_DY20	Unknown
65	MP_E25_2B_DY20	Chrysochromulina sp_
175	MP_E25_2B_DY20	Amoebophrya
3	MP_E25_2B_DY20	Synechococcus
43	MP_E25_2B_DY20	Torodinium robustum
1	MP_E25_2B_DY20	Chimonodinium
7	MP_E25_2B_DY20	Suessiales
738	MP_E25_2B_DY20	Haptophyta
1	MP_E25_2B_DY20	Rimostrombidium veniliae
20	MP_E25_2B_DY20	Trebouxiophyceae
29	MP_E25_2B_DY20	Prorocentrum
2	MP_E25_2B_DY20	Prymnesium polylepis
6	MP_E25_2B_DY20	Catablema vesicarium
10	MP_E25_2B_DY20	Haptorida
2	MP_E25_2B_DY20	Crustomastix stigmatica
2	MP_E25_2B_DY20	Teleaulax
2	MP_E25_2B_DY20	Falcomonas
674	MP_E25_2B_DY20	Fritillaria borealis
95	MP_E25_2B_DY20	Ceratiaceae
3	MP_E25_2B_DY20	Syndiniales
16	MP_E25_2B_DY20	Strombidium
20	MP_E25_2B_DY20	Aglantha digitale
6	MP_E25_2B_DY20	Fucophilus fucoidanolyticus
60	MP_E25_2B_DY20	Chrysochromulina strobilus
43	MP_E25_2B_DY20	Strombidium caudispina
10	MP_E25_2B_DY20	Hexasterias
21	MP_E25_2B_DY20	Adenoides eludens
10	MP_E25_2B_DY20	Mataza hastifera
6	MP_E25_2B_DY20	Spatulodinium pseudonoctiluca
238	MP_E25_2B_DY20	Eukaryota
196	MP_E25_2B_DY20	Telonema antarcticum
54	MP_E25_2B_DY20	Kareniaceae
39	MP_E25_2B_DY20	Pirsonia guinardiae
63	MP_E25_2B_DY20	Oblongichytrium sp_
211	MP_E25_2B_DY20	Phaeocystis
61	MP_E25_2B_DY20	Pleurasiga minima
3	MP_E25_2B_DY20	Oblongichytrium__f
16	MP_E25_2B_DY20	Gymnodinium heterostriatum
14	MP_E25_2B_DY20	Chrysochromulina campanulifera
1	MP_E25_2B_DY20	Candidatus Pelagibacter
77	MP_E25_2B_DY20	Karlodinium veneficum
7	MP_E25_2B_DY20	Dinobryon faculiferum
5	MP_E25_2B_DY20	Strobilidiidae
26	MP_E25_2B_DY20	Scrippsiella sweeneyae
11	MP_E25_2B_DY20	Protoperidinium pellucidum
3	MP_E25_2B_DY20	Prymnesiales
8	MP_E25_2B_DY20	Pterosperma cristatum
66	MP_E25_2B_DY20	Chrysochromulina sp_ NIES_1333
92	MP_E25_2B_DY20	Strombidium cf_ basimorphum
301	MP_E25_2B_DY20	Azadinium concinnum
10	MP_E25_2B_DY20	Bigyra
7	MP_E25_2B_DY20	Thiriotia sp_ MS_2015
1	MP_E25_2B_DY20	Phalacroma mitra
94	MP_E25_2B_DY20	Pelagophyceae
114	MP_E25_2B_DY20	Picozoa
1	MP_E25_2B_DY20	Azadinium caudatum
43	MP_E25_2B_DY20	Protoperidinium sp_
2	MP_E25_2B_DY20	Tintinnida
28	MP_E25_2B_DY20	Leegaardiella
4035	MP_E25_2B_DY20	Pseudocalanus
32	MP_E25_2B_DY20	Warnowia sp_
2	MP_E25_2B_DY20	Cryothecomonas sp_ APCC MC5_1Cryo
24	MP_E25_2B_DY20	Triparma pacifica
21	MP_E25_2B_DY20	Chrysochromulina simplex
5	MP_E25_2B_DY20	Halosphaera sp_ M1670
36	MP_E25_2B_DY20	Pseudochattonella__f
171	MP_E25_2B_DY20	Cercomonadida
23	MP_E25_2B_DY20	Pyramimonas
5	MP_E25_2B_DY20	Margalefidinium fulvescens
4	MP_E25_2B_DY20	Pyrophacaceae
3	MP_E25_2B_DY20	Anurofeca__f
16	MP_E25_2B_DY20	Noelaerhabdaceae
7	MP_E25_2B_DY20	Prymnesiaceae
63	MP_E25_2B_DY20	Crustomastigaceae
4	MP_E25_2B_DY20	Oblongichytrium
58	MP_E25_2B_DY20	Amphidinium crassum
20	MP_E25_2B_DY20	Pleurasiga reynoldsii
6	MP_E25_2B_DY20	Gonyaulacaceae
50	MP_E25_2B_DY20	Cryothecomonas
68	MP_E25_2B_DY20	Katodinium glaucum
1	MP_E25_2B_DY20	Leegaardiella sp_
12	MP_E25_2B_DY20	Vacuolariaceae
350	MP_E25_2B_DY20	Pelagiidae
1	MP_E25_2B_DY20	Thaumatomastigidae
1	MP_E25_2B_DY20	Gammaproteobacteria
2	MP_E25_2B_DY20	Pigoraptor__f
93	MP_E25_2B_DY20	Rhizochromulina
24	MP_E25_2B_DY20	Chlorophyta
45	MP_E25_2B_DY20	Apedinella
2	MP_E25_2B_DY20	Ichthyosporea
9	MP_E25_2B_DY20	Chrysoxys
130	MP_E25_2B_DY20	Picomonas judraskeda
7	MP_E25_2B_DY20	Meringosphaera mediterranea
2	MP_E25_2B_DY20	Prorocentrum triestinum
16	MP_E25_2B_DY20	Hexasterias problematica
664	MP_E25_2B_DY20	Pseudochattonella verruculosa
82	MP_E25_2B_DY20	Picomonadidae
28	MP_E25_2B_DY20	Eugregarinorida
1	MP_E25_2B_DY20	Cymatosiraceae
24	MP_E25_2B_DY20	Protodinium simplex
21	MP_E25_2B_DY20	Laboea strobila
2	MP_E25_2B_DY20	Heterocapsa
20	MP_E25_2B_DY20	Synura
3	MP_E25_2B_DY20	Euduboscquella sp_
12	MP_E25_2B_DY20	Cephaloidophoridae
2	MP_E25_2B_DY20	Paragymnodinium
11	MP_E25_2B_DY20	Triparmaceae
1	MP_E25_2B_DY20	Rhizidiomyces
1	MP_E25_2B_DY20	Arthracanthida
2	MP_E25_2B_DY20	Isochrysidales
2	MP_E25_2B_DY20	Thalassiosira
17	MP_E25_2B_DY20	Haplosporida
80	MP_E25_2B_DY20	Protaspis oviformis
3	MP_E25_2B_DY20	Arpakorses versatilis
1	MP_E25_2B_DY20	Triparma
3	MP_E25_2B_DY20	Mamiella
16	MP_E25_2B_DY20	Ebria
33	MP_E25_2B_DY20	Syndinium
28	MP_E25_2B_DY20	Aplanochytrium
3	MP_E25_2B_DY20	Dinophysis
14	MP_E25_2B_DY20	Phalacroma
3	MP_E25_2B_DY20	Chlorophyceae
