Value	Sample	TerminalTaxa
16731	MP_E25_2B_DY20	Alphaproteobacteria
2564	MP_E25_2B_DY20	Bacillariophyta
91	MP_E25_2B_DY20	Porphyridiaceae
1554	MP_E25_2B_DY20	Pseudopedinella elastica
2000	MP_E25_2B_DY20	Bacteria
273	MP_E25_2B_DY20	Dinophyceae
67	MP_E25_2B_DY20	Bryopsida
840	MP_E25_2B_DY20	Unknown
121	MP_E25_2B_DY20	Picochlorum
1	MP_E25_2B_DY20	Phalacroma mitra
504	MP_E25_2B_DY20	Chrysochromulina sp_ MBIC10518
20584	MP_E25_2B_DY20	Florenciella
446	MP_E25_2B_DY20	Hemiaulales
161	MP_E25_2B_DY20	Environmental Unknown
1426	MP_E25_2B_DY20	Haptophyta
94	MP_E25_2B_DY20	Aureococcus anophagefferens
26	MP_E25_2B_DY20	Pavlovaceae
1	MP_E25_2B_DY20	Amylibacter
2	MP_E25_2B_DY20	Paracoccaceae
2	MP_E25_2B_DY20	Candidatus Vogeliibacteriota
3052	MP_E25_2B_DY20	Pyramimonadales
1748	MP_E25_2B_DY20	Eukaryota
40	MP_E25_2B_DY20	Nephroselmis pyriformis
484	MP_E25_2B_DY20	Pseudopedinella
1	MP_E25_2B_DY20	Thalassionema sp_ CCMP1100
152	MP_E25_2B_DY20	Coscinodiscophyceae
3	MP_E25_2B_DY20	Mamiellales
9	MP_E25_2B_DY20	Chrysochromulina campanulifera
45	MP_E25_2B_DY20	Pirellulaceae
332	MP_E25_2B_DY20	Gammaproteobacteria
264	MP_E25_2B_DY20	Sarcinochrysidaceae
76	MP_E25_2B_DY20	Bolidomonas
294	MP_E25_2B_DY20	Planctomycetota
354	MP_E25_2B_DY20	Triparma strigata
30	MP_E25_2B_DY20	Chrysochromulina sp_ clone 124
99	MP_E25_2B_DY20	Dinophysis
22	MP_E25_2B_DY20	Triparmaceae
5	MP_E25_2B_DY20	Dictyochophyceae
3	MP_E25_2B_DY20	Mallomonadaceae
38	MP_E25_2B_DY20	Alteromonadales
4	MP_E25_2B_DY20	Candidatus Atelocyanobacterium thalassa
3	MP_E25_2B_DY20	Kareniaceae
46	MP_E25_2B_DY20	Psychromonas
10	MP_E25_2B_DY20	Prymnesium neolepis
93	MP_E25_2B_DY20	Noelaerhabdaceae
1285	MP_E25_2B_DY20	Pelagomonadales
1	MP_E25_2B_DY20	Psychromonas antarctica
708	MP_E25_2B_DY20	Picochlorum__f__o
60	MP_E25_2B_DY20	Chrysochromulina camella
4	MP_E25_2B_DY20	Bolidomonas mediterranea
69	MP_E25_2B_DY20	Methylococcaceae
5	MP_E25_2B_DY20	Rhodobacterales
1	MP_E25_2B_DY20	Candidatus Aminicenantales
109	MP_E25_2B_DY20	Cryptophyceae
31	MP_E25_2B_DY20	Dictyocha
475	MP_E25_2B_DY20	Pelagomonas sp_ RCC986
2	MP_E25_2B_DY20	Phaeocystis jahnii
717	MP_E25_2B_DY20	Minutocellus
9	MP_E25_2B_DY20	Chaetoceros sp_
15	MP_E25_2B_DY20	Porticoccaceae
1063	MP_E25_2B_DY20	Bacillariophyceae
60	MP_E25_2B_DY20	Verrucomicrobiota
790	MP_E25_2B_DY20	Pyramimonas sp_ RCC2500
5	MP_E25_2B_DY20	Actinomycetes
14	MP_E25_2B_DY20	Karlodinium armiger
2	MP_E25_2B_DY20	Picozoa
4182	MP_E25_2B_DY20	Dictyocha speculum
428	MP_E25_2B_DY20	Prymnesiales
454	MP_E25_2B_DY20	Prasinodermaceae
3	MP_E25_2B_DY20	Elphidium williamsoni
913	MP_E25_2B_DY20	Planctomycetaceae
3661	MP_E25_2B_DY20	Meringosphaera mediterranea
155	MP_E25_2B_DY20	Colwellia
33	MP_E25_2B_DY20	Bolidophyceae
823	MP_E25_2B_DY20	Chrysochromulina
10	MP_E25_2B_DY20	Chrysochromulina elegans
126	MP_E25_2B_DY20	Bacteriovoracia
128	MP_E25_2B_DY20	Pseudoalteromonas
1	MP_E25_2B_DY20	Phaeophyceae
42	MP_E25_2B_DY20	Proboscia
133	MP_E25_2B_DY20	Pyramimonas sp_ F923
2	MP_E25_2B_DY20	Pseudomonadota
102	MP_E26_1B_DY20	Alphaproteobacteria
32	MP_E26_1B_DY20	Bacillariophyta
4	MP_E26_1B_DY20	Pseudopedinella elastica
7181	MP_E26_1B_DY20	Bacteria
9	MP_E26_1B_DY20	Unknown
6	MP_E26_1B_DY20	Florenciella
3	MP_E26_1B_DY20	Amylibacter
29	MP_E26_1B_DY20	Candidatus Vogeliibacteriota
27	MP_E26_1B_DY20	Pyramimonadales
76	MP_E26_1B_DY20	Eukaryota
4	MP_E26_1B_DY20	Pseudopedinella
5	MP_E26_1B_DY20	Thalassionema sp_ CCMP1100
113	MP_E26_1B_DY20	Coscinodiscophyceae
442	MP_E26_1B_DY20	Gammaproteobacteria
5941	MP_E26_1B_DY20	Planctomycetota
5	MP_E26_1B_DY20	Dinophysis
5	MP_E26_1B_DY20	Dictyochophyceae
1	MP_E26_1B_DY20	Alteromonadales
237	MP_E26_1B_DY20	Psychromonas
5	MP_E26_1B_DY20	Psychromonas antarctica
1	MP_E26_1B_DY20	Cryptophyceae
355	MP_E26_1B_DY20	Chaetoceros sp_
519	MP_E26_1B_DY20	Planctomycetaceae
1	MP_E26_1B_DY20	Bolidophyceae
367	MP_E26_1B_DY20	Pseudoalteromonas
6488	MP_E26_1B_DY20	Proboscia
6	MP_E26_1B_DY20	Candidatus Falkowbacteria
756	MP_E26_1B_DY20	Candidatus Kaiserbacteria
1438	MP_E26_1B_DY20	Candidatus Campbellbacteria
460	MP_E26_1B_DY20	Candidatus Nomurabacteria
7	MP_E26_1B_DY20	Candidatus Uhrbacteria
6	MP_E26_1B_DY20	Pseudopedinella__f
6	MP_E26_1B_DY20	Virgulinella fragilis
21	MP_E26_1B_DY20	Candidatus Uabimicrobiaceae
17	MP_E26_1B_DY20	Candidatus Accumulibacter phosphatis
1	MP_E26_1B_DY20	Perca
18690	MP_E26_1B_DY20	Gadus
7	MP_E26_1B_DY20	Thalassiosira sp_
23353	MP_E26_1B_DY20	Clupea pallasii
1	MP_E26_1B_DY20	Enhygromyxa__f
20	MP_E26_1B_DY20	Bacilli
3	MP_E26_1B_DY20	Pelagophyceae
4	MP_E26_1B_DY20	Oceanospirillales
5	MP_E26_1B_DY20	Rotaliida
10	MP_E26_1B_DY20	Candidatus Azambacteria
7	MP_E26_1B_DY20	Pseudomonadaceae
40	MP_E26_1B_DY20	Cylindrotheca closterium
27	MP_E26_1B_DY20	Corethron pennatum
35	MP_E26_1B_DY20	Pseudoteredinibacter
212	MP_E26_1B_DY20	Rhodovibrionaceae
4	MP_E26_1B_DY20	Psychrobium
25	MP_E26_1B_DY20	Pseudo_nitzschia
143	MP_E26_1B_DY20	Candidatus Adlerbacteria
9	MP_E26_1B_DY20	Triparma laevis
4	MP_E26_1B_DY20	Robiginitomaculum
1036	MP_E26_2B_DY20	Alphaproteobacteria
404	MP_E26_2B_DY20	Bacillariophyta
27852	MP_E26_2B_DY20	Bacteria
162	MP_E26_2B_DY20	Unknown
2	MP_E26_2B_DY20	Phalacroma mitra
107	MP_E26_2B_DY20	Hemiaulales
200	MP_E26_2B_DY20	Environmental Unknown
1	MP_E26_2B_DY20	Haptophyta
30	MP_E26_2B_DY20	Amylibacter
778	MP_E26_2B_DY20	Candidatus Vogeliibacteriota
3204	MP_E26_2B_DY20	Pyramimonadales
610	MP_E26_2B_DY20	Eukaryota
134	MP_E26_2B_DY20	Pseudopedinella
59	MP_E26_2B_DY20	Thalassionema sp_ CCMP1100
604	MP_E26_2B_DY20	Coscinodiscophyceae
110	MP_E26_2B_DY20	Pirellulaceae
1882	MP_E26_2B_DY20	Gammaproteobacteria
2	MP_E26_2B_DY20	Bolidomonas
23407	MP_E26_2B_DY20	Planctomycetota
12	MP_E26_2B_DY20	Triparma strigata
98	MP_E26_2B_DY20	Dinophysis
92	MP_E26_2B_DY20	Dictyochophyceae
79	MP_E26_2B_DY20	Alteromonadales
1619	MP_E26_2B_DY20	Psychromonas
28	MP_E26_2B_DY20	Psychromonas antarctica
2	MP_E26_2B_DY20	Chrysochromulina camella
45	MP_E26_2B_DY20	Rhodobacterales
3171	MP_E26_2B_DY20	Chaetoceros sp_
32	MP_E26_2B_DY20	Bacillariophyceae
4	MP_E26_2B_DY20	Verrucomicrobiota
2	MP_E26_2B_DY20	Elphidium williamsoni
24	MP_E26_2B_DY20	Planctomycetaceae
35	MP_E26_2B_DY20	Bolidophyceae
39	MP_E26_2B_DY20	Phaeophyceae
42268	MP_E26_2B_DY20	Proboscia
8	MP_E26_2B_DY20	Candidatus Falkowbacteria
3834	MP_E26_2B_DY20	Candidatus Kaiserbacteria
5467	MP_E26_2B_DY20	Candidatus Campbellbacteria
2615	MP_E26_2B_DY20	Candidatus Nomurabacteria
9	MP_E26_2B_DY20	Candidatus Uhrbacteria
7	MP_E26_2B_DY20	Pseudopedinella__f
69	MP_E26_2B_DY20	Virgulinella fragilis
142	MP_E26_2B_DY20	Gadus
362	MP_E26_2B_DY20	Thalassiosira sp_
11481	MP_E26_2B_DY20	Clupea pallasii
14	MP_E26_2B_DY20	Enhygromyxa__f
19	MP_E26_2B_DY20	Rotaliida
318	MP_E26_2B_DY20	Candidatus Azambacteria
85	MP_E26_2B_DY20	Pseudomonadaceae
489	MP_E26_2B_DY20	Cylindrotheca closterium
18	MP_E26_2B_DY20	Corethron pennatum
384	MP_E26_2B_DY20	Pseudo_nitzschia
157	MP_E26_2B_DY20	Candidatus Adlerbacteria
122	MP_E26_2B_DY20	Robiginitomaculum
1	MP_E26_2B_DY20	Ochromonadales
28	MP_E26_2B_DY20	Cylindrotheca sp_ RCC2608
5	MP_E26_2B_DY20	Veillonellaceae
31	MP_E26_2B_DY20	Nitrospina sp_ SCGC AAA003_A14
5	MP_E26_2B_DY20	Desulfobacterales
1	MP_E26_2B_DY20	Haliea alexandrii
10	MP_E26_2B_DY20	Filomicrobium fusiforme
40	MP_E26_2B_DY20	Bacteroidales
1	MP_E26_2B_DY20	Candidatus Magasanikiibacteriota
7	MP_E26_2B_DY20	Sulfurimonas sp_ MA01
6	MP_E26_2B_DY20	Rickettsiales
45	MP_E26_2B_DY20	Flavobacteriaceae
2	MP_E26_2B_DY20	Phocoena phocoena
7	MP_E26_2B_DY20	Prasinoderma
24	MP_E26_2B_DY20	Anaerohalosphaeraceae
2	MP_E26_2B_DY20	Candidatus Pelagibacter
13	MP_E26_2B_DY20	Jungermanniopsida
20	MP_E26_2B_DY20	Phycisphaeraceae
3	MP_E26_2B_DY20	Telonemida
10	MP_E26_2B_DY20	Homo sapiens
10	MP_E26_2B_DY20	Nitrospinaceae
149	MP_E26_2B_DY20	Reinekea forsetii
6	MP_E26_2B_DY20	Helicopedinella
6	MP_E26_2B_DY20	Halieaceae
1	MP_E26_2B_DY20	Alkalimarinus
4	MP_E26_2B_DY20	Gimesia
2	MP_E26_2B_DY20	Thiotrichales
3	MP_E26_2B_DY20	Bacillariaceae
142	MP_E26_2B_DY20	Candidatus Paceibacterota
13	MP_E26_2B_DY20	Roseobacteraceae
26	MP_E26_2B_DY20	Victivallales
6	MP_E26_2B_DY20	Phycisphaerales
6	MP_E26_2B_DY20	Eudoraea
12	MP_E26_2B_DY20	Chaetoceros
29	MP_E26_2B_DY20	Pacificibacter
2	MP_E26_2B_DY20	Kangiella sp_ KLE1212
7	MP_E26_2B_DY20	Deltaproteobacteria
46	MP_E26_2B_DY20	Elphidium aculeatum
42	MP_E26_2B_DY20	Pelagomonas
2	MP_E26_2B_DY20	Caldilineaceae
5	MP_E26_2B_DY20	Helicopedinella__f
3305	MP_E26_2B_DY20	Pleuronectes
11835	MP_E27_1B_DY20	Bacteria
573	MP_E27_1B_DY20	Unknown
2	MP_E27_1B_DY20	Florenciella
111	MP_E27_1B_DY20	Aureococcus anophagefferens
375	MP_E27_1B_DY20	Pyramimonadales
29	MP_E27_1B_DY20	Eukaryota
867	MP_E27_1B_DY20	Thalassionema sp_ CCMP1100
163	MP_E27_1B_DY20	Coscinodiscophyceae
1164	MP_E27_1B_DY20	Gammaproteobacteria
5232	MP_E27_1B_DY20	Planctomycetota
161	MP_E27_1B_DY20	Alteromonadales
229	MP_E27_1B_DY20	Psychromonas
364	MP_E27_1B_DY20	Bacillariophyceae
7	MP_E27_1B_DY20	Prymnesiales
1	MP_E27_1B_DY20	Elphidium williamsoni
955	MP_E27_1B_DY20	Proboscia
54	MP_E27_1B_DY20	Candidatus Falkowbacteria
80	MP_E27_1B_DY20	Candidatus Kaiserbacteria
191	MP_E27_1B_DY20	Candidatus Campbellbacteria
4	MP_E27_1B_DY20	Candidatus Nomurabacteria
983	MP_E27_1B_DY20	Thalassiosira sp_
81	MP_E27_1B_DY20	Sulfurimonas sp_ MA01
973	MP_E27_1B_DY20	Homo sapiens
1	MP_E27_1B_DY20	Bacteroidota
162	MP_E27_1B_DY20	Myxococcales
4	MP_E27_1B_DY20	Sulfurimonas sp_
1	MP_E27_1B_DY20	Nitrospina
774	MP_E27_2B_DY20	Alphaproteobacteria
79	MP_E27_2B_DY20	Bacillariophyta
7	MP_E27_2B_DY20	Porphyridiaceae
19	MP_E27_2B_DY20	Pseudopedinella elastica
39787	MP_E27_2B_DY20	Bacteria
1030	MP_E27_2B_DY20	Unknown
103	MP_E27_2B_DY20	Florenciella
11	MP_E27_2B_DY20	Hemiaulales
5	MP_E27_2B_DY20	Haptophyta
23	MP_E27_2B_DY20	Aureococcus anophagefferens
794	MP_E27_2B_DY20	Candidatus Vogeliibacteriota
328	MP_E27_2B_DY20	Pyramimonadales
2320	MP_E27_2B_DY20	Eukaryota
1167	MP_E27_2B_DY20	Thalassionema sp_ CCMP1100
20	MP_E27_2B_DY20	Coscinodiscophyceae
4455	MP_E27_2B_DY20	Gammaproteobacteria
24070	MP_E27_2B_DY20	Planctomycetota
234	MP_E27_2B_DY20	Dinophysis
340	MP_E27_2B_DY20	Dictyochophyceae
682	MP_E27_2B_DY20	Alteromonadales
1891	MP_E27_2B_DY20	Psychromonas
180	MP_E27_2B_DY20	Pelagomonadales
4280	MP_E27_2B_DY20	Psychromonas antarctica
4	MP_E27_2B_DY20	Bolidomonas mediterranea
10	MP_E27_2B_DY20	Rhodobacterales
1069	MP_E27_2B_DY20	Chaetoceros sp_
491	MP_E27_2B_DY20	Bacillariophyceae
1	MP_E27_2B_DY20	Verrucomicrobiota
1	MP_E27_2B_DY20	Prymnesiales
10	MP_E27_2B_DY20	Elphidium williamsoni
261	MP_E27_2B_DY20	Planctomycetaceae
74	MP_E27_2B_DY20	Bolidophyceae
3	MP_E27_2B_DY20	Pseudoalteromonas
165	MP_E27_2B_DY20	Proboscia
53	MP_E27_2B_DY20	Candidatus Falkowbacteria
3685	MP_E27_2B_DY20	Candidatus Kaiserbacteria
1138	MP_E27_2B_DY20	Candidatus Campbellbacteria
1962	MP_E27_2B_DY20	Candidatus Nomurabacteria
4	MP_E27_2B_DY20	Pseudopedinella__f
112	MP_E27_2B_DY20	Virgulinella fragilis
5967	MP_E27_2B_DY20	Gadus
25843	MP_E27_2B_DY20	Thalassiosira sp_
2	MP_E27_2B_DY20	Clupea pallasii
4	MP_E27_2B_DY20	Enhygromyxa__f
69	MP_E27_2B_DY20	Bacilli
17	MP_E27_2B_DY20	Rotaliida
383	MP_E27_2B_DY20	Candidatus Azambacteria
3	MP_E27_2B_DY20	Pseudomonadaceae
84	MP_E27_2B_DY20	Cylindrotheca closterium
130	MP_E27_2B_DY20	Pseudoteredinibacter
1	MP_E27_2B_DY20	Rhodovibrionaceae
55	MP_E27_2B_DY20	Psychrobium
244	MP_E27_2B_DY20	Pseudo_nitzschia
342	MP_E27_2B_DY20	Robiginitomaculum
68	MP_E27_2B_DY20	Nitrospina sp_ SCGC AAA003_A14
7	MP_E27_2B_DY20	Candidatus Magasanikiibacteriota
117	MP_E27_2B_DY20	Sulfurimonas sp_ MA01
23	MP_E27_2B_DY20	Flavobacteriaceae
195	MP_E27_2B_DY20	Phycisphaeraceae
1	MP_E27_2B_DY20	Telonemida
1	MP_E27_2B_DY20	Homo sapiens
93	MP_E27_2B_DY20	Nitrospinaceae
30	MP_E27_2B_DY20	Helicopedinella
